Reviews,Verdict
"The value provided at this price point is amazing. Design: 8/10 Could have been more sturdy but its not that bad.Display: 8/10 Can't expect more at this price pointPerformance: 9/10  Amazing. Ryzen 5 5500u is better performing than it's intel counterpart. GTX 1650 is a breeze in any game. Suggest to get another 8gb ram stick.Thermals: 7/10 While normal usage, not even warm. While gaming GPU never exceeds 70°. I would suggest to get a laptop stand as CPU temps go north of 80 most of the ti...READ MORE",1
"Nice laptop ,must buyREAD MORE",1
"If you are confused that from where to buy this laptop then you can purchase from flipkart, from a certified buyer like corseca, I was also  confused from which online  shopping app(amaz**) to buy this, but flipkart has deleivered my product safely. And about the laptop it is working perfectly . I am satisfied with the laptop.READ MORE",1
Only one word - Superb!It boots up lightening fast and ready to use in just 5-8 seconds. Freaking awesome speed! All the games and apps that i have tried ran smoothly as expected and sometimes beyond expectations. The two downsides are its poor webcam ( which we never use) and the battery. The battery runs out very fast while gaming. 1-2 hours. Otherwise for normal use it will stay up for at least 5-7 hours. You can watch detailed performance reviews on YouTube and all of them are mostly true.READ MORE,1
Laptop was very good and processor is ryzen 5 5500u for good gaming .READ MORE,1
Tanvimansurivlogs my YouTube channel see unboxing video very good laptop in 2021READ MORE,1
Awesome product worth of money 🤑❤️READ MORE,1
I ordered this from flipkart about 2 weeks back and since I got it the wifi isn't working and the sleep button is not responsive.i forwarded my complaints to flipkart who have been just wasting my time telling me to format it n asking for serial no and this no and that no.no response from Acer till date.last time am shopping on flipkart or from Acer.READ MORE,0
"After two days of usage, laptop is working great. It is snappy and apps open very fast with zero lag.I got battery backup of 5 hours with browsing and watching content.Cons: 0.9 MP webcam is below average. Speaker volume is a bit low. I use headphones so I don't mind. Also note that lifetime MS Office is not provided.I got it for 54990. Buy it asap before they increase the price even moreREAD MORE",1
AwesomeREAD MORE,1
Best laptop in this price rangeREAD MORE,1
"It's the perfect laptop for me!I am a student. So I needed a good laptop with a good balance of performance and battery efficiency. Plus as I'm a YouTuber, I needed a perfect laptop for editing my videos. And this one checks all the boxes. I'm loving it!READ MORE",1
Best budget gaming laptop...If ur budget is within 55k blindly go for it... U will not regretREAD MORE,1
"It's been 10days. So far very good. Performance is very good, battery lasts more than 4 hours. I will update with detailed review very soon. Thanks ShubhamREAD MORE",1
AwsomeREAD MORE,0
Nice laptop in this budget Value for moneyREAD MORE,1
Worth For moneyREAD MORE,1
Best laptop under 60k  @55k priceREAD MORE,1
this product is awsomeREAD MORE,1
"Had a little bit trouble switching from the integrated graphics but overall the laptop is debatably the best at the price it comes. Decent Battery life , good overall performance. If you can compromise on the refresh rate then go for this as it is cheaper than the 144Hz ones but performs the same. cheers!READ MORE",1
I forgot to review this product. I know it’s too late. But this device is waste.READ MORE,0
"Laptop is good and smooth working battery draining is too fast , much fast faster experience , but there is little bit issues with heat  . whenever you play games it get heated such as free fireREAD MORE",1
Good product of this priceREAD MORE,1
AmazingREAD MORE,1
I am using this laptop from last 6 months and the laptop is awesome at this price really it's amazing.READ MORE,1
Super good product 👍READ MORE,1
Good oneREAD MORE,1
Value for moneyREAD MORE,1
very good laptopREAD MORE,1
"Kindly send the item with correct specifications mentioned in the description as the product sent is of lower quality memory.  Till then, I would consider that I have not received the product.  I expect Flipkart to fulfill the commitment to the customers and not be called as 'Cheaters'.READ MORE",0
I like the Laptop and it's come with MS Office.READ MORE,1
Imagine niceREAD MORE,1
Simple design but packs in a lot of power. Best value for Money.READ MORE,1
Don't update your laptop to windows 11 with just 8gb ram better upgrade ram to 16 or 12gb coz in win 11 only 4 gb around ram available for software rest all used by windows even on idle mode.There are also some drivers issues i faced so i recommend all to stay on win 10 little bit longer until win 11 become stable and resolve bugs.There is no fan controlling software provided by acer so i suggest you to install predator sense to control fans manually as well as auto set fans to 4500rpm ma...READ MORE,1
Used it for 5 months Haven't faced any problems with it. Very smooth to use. And Everything as said is doing great.READ MORE,1
Best laptop under 55000READ MORE,1
Superb performance and battery backup. Worth purchase. Exterior build quality and Design could have been done much better at this price. Its exteriors look comparatively weak (may be to reduce weight) as against my old acer laptop.READ MORE,1
SuperbREAD MORE,1
Cool productREAD MORE,1
Best sound quality in this price rangeREAD MORE,1
Don't buy thisWaste of moneyNot working properly..READ MORE,0
Good productREAD MORE,1
Worst product...READ MORE,0
"very poor design and material quality, the joints between screen and keyboard got broken within 2 months of warranty closureREAD MORE",0
Performance is awesomeBattery backup is fine with 5500 cpu which uses low power cores while in useYou need always to plug in to get its full juice.Bluetooth is not working sometimes.Quick startup using SSDWorth for 55kREAD MORE,1
It's damn good.READ MORE,1
Osm laptop in this range more batter than Lenovo idealpad 3READ MORE,1
Best value to money productREAD MORE,1
"Best laptop under 60K for professionals as well as coders.As it comes with U processor so battery is also good.And can I say about performance, its just best in class ssd + amd processor.Its design is also good as it has a sleek design and look good for professionals as it doesn't have RGB and Thick design.READ MORE",1
GdREAD MORE,1
CoolREAD MORE,1
"this laptop is perfect, it has everything that u can ask for in this price, good screen, best design, best build quality, best cpu, best gpu, good battery backup (upto 5hrs for normal usage & YouTube) and well speakers sounds low but plenty of 3rd party software to boost it up (fx sound/pot player) , so no worries, I have been using it for almost 1 month now, every single thing is best but except for one thing i.e heating, if u want to play really heavy games not gta, farcry, valorant, league...READ MORE",1
"You send a duplicate laptop,  duplicate screen, battery not charging in 7 months of purchase,  since it was in warranty , got the battery and screen changed. But still laptop is like TV, it's get switch off as soon as the power is removed. Worst. Money wastedREAD MORE",0
"Excellent laptop for a price of Rs. 55000/-.Performance is just awesome. It can handle any work with ease, without even a single strain.READ MORE",1
"Bought this 45 days ago, couldn't be more satisfied. Cost-effective as well as powerful device.READ MORE",1
It s the best laptop at this price point. Its super fast.. Battery depends on usage. You will get 5 to 10 hours depending on programs. It s very good for gaming too.READ MORE,1
"Boot time 4 sec Battery Backup 7-8 hrs normal use, 2-3 hrs continuous gaming.Game Fps above 65 on gta 5 gaming This is a Beast 🔥🔥🔥READ MORE",1
Ok satisfiedREAD MORE,1
"From latest  processor to long life  battery everything is great .Build quality great plastic. Beast in the range❤️👍Sound problem solved, upto 50 percent boost- FX sound download and install from torrent, then see the magic🙏🏻❤️happen.READ MORE",1
GoodREAD MORE,1
WorstREAD MORE,0
Awesome laptop today I received it and the delivery experience was also nice....READ MORE,1
I was eyeing for this laptop since its announcement. Earlier I was using a i3 5th gen processor laptop which is as slow as a snail.The machine highlights after using it for the whole day1.The performance is great and snappy2. The battery life is 4-6 hours at normal usage3. Boot time is around 10 seconds4. The build quality is normal. 5. The look is quite simple and professional6. The screen quality is great for the price 7. Overall it's a great laptop for the price Ram and ssd is...READ MORE,1
working good .nice productREAD MORE,1
THIS IS GOOD FOR GAMINGBEST BUDGET LAPTOP FOR Free FireDisplay is goodBattery is excellentREAD MORE,1
WonderfulREAD MORE,1
It's value for moneyI used 15 daysNo issue foundMust buy goodREAD MORE,1
Good gaming Laptop offered by FlipkartREAD MORE,1
Looks good. The battery capacity is longer. Will update about the performance laterREAD MORE,1
amazing laptop ❤️READ MORE,1
Good productsREAD MORE,1
But internal is lessREAD MORE,1
"If you trying to buy this laptop pls stop. the backlight bleeding issue  in this modal more when go for replace and the replace laptop have the same issue then I go for refund the refund rejected and they say's that's common in this laptop, and the heating issue in my case temp are touching 99 if u don't have (AC room and money for extra ram) don't buy it but if u have definitely have go for it.I have doubt about the video Play like movie ect, the  video is hanging when it is unplugged.READ MORE",0
"It's the best available specs in this price range... I had gone through a lot of online shopping sites and this was the best deal, and that too by a long shot.READ MORE",1
Best laptop at this price for engineering students..🤩🤩READ MORE,1
Good Speed and battery backup is good Programming AND BGMI Runs smoothlyREAD MORE,1
Product was good but flipkart customer care people are worse than worst they are always saying we can understand your problem instead of solving the issue.READ MORE,0
This is Fully loaded engine I bought the RYZEN 5READ MORE,1
"CHOOSE THIS BELOW 60KRyzen 5 5000 u processer performance good,Battery 6-7 Hours ,multitask 4-5 hoursDesign goodDisplay goodQuick start just in below 10 secShutdown below 5secIt's gaming nd working loptopPhotos editing also good4gb graphics card enough to photoshopFull charging upto 1:30hoursBut storage is less ,only 512gb Sdd60k below best loptop 🔥READ MORE",1
goodREAD MORE,1
Beast At this Range❤🔥READ MORE,1
Bang for your buck!READ MORE,1
I love it manREAD MORE,1
Its a powerful laptop just go for it no worries And the delivery was good and nicely protected in multiple packages.READ MORE,1
*This laptop is very fast.*Worth every penny.*I was also not sure about accer but it turned out to be wrong this machine is a beast for this price with latest processor.*Battery backup is good i got around 5-7 hours with normal usage*Wifi 6 is really fast.*Fans don't make much noise i never noticed it.*Display is good for binge watching.*It boot's up in literally 5 sec.*I'm very happy with this laptop.READ MORE,1
The best thing is that the speed of the laptop is amazing and secondly I would like to say to filpkart also thank you filpkart for bringing such a good dealREAD MORE,1
Full performance laptopBest to buy through FlipkartCamera not so goodREAD MORE,1
"I am writing this review after using this for 2 months.The performance of this laptop is top notch. From a simple task like copy/pasting to heavy task like working on android studio, everything feels so smooth.Games run smoothly without any heat issue, you have to use something to elevate your laptop gor better air circulation though.Battery life of this laptop is also decent compare to hardware it has. You can play games on battery for 2 hours (not recommended) and can do normal tasks ...READ MORE",1
Best fit for all type laptop buyersREAD MORE,1
Nothing to complainAbsolutely Worth it !6-8hrs battery backup (normal usage)Make sure that the application which u are using is set to use Integrated graphics otherwise battery would drain very fast.Oviously while gaming u will have to use GTX 1650 but in other applications Radeon gets the work done without any issue and is very power efficient.Go ahead buy it.I have been using it for more then 7-8monthsREAD MORE,1
"Laptop is great but issue with ubuntu installation, It just got black screen with blinking cursor, may be because of nvidia graphics not supported by linux.  Don't know but GUI for linux not workingREAD MORE",1
Worth every single pennyREAD MORE,1
Good one in this price range...must buy I personally recommend.✌🏻READ MORE,1
Why to buy1)Very Easy first time setup2)Super fast bootup due to nvme ssd3)Gaming beast(playing gta 5 smoothly and run ps3 games on emulator very efficiently4)Norton antivirus is quite reliable 5)Good battery backup and charging speed Why not to buy1)Should provide MS OFFICE for lifetime as customer is paying so much high price2)Storage is very less. Only 512gb... No slot for additional drive.. Have to buy external drives. 3)Camera quality is bad... Not up to mark. 4)Dissembly is...READ MORE,1
"Its very good laptop in this price range(got it for 55k)i will not talk about the nice things ( cuz its too good) the only problem with this laptop is it doesn't have any extra slot for hdd/ssd . So if i have to upgrade my ssd from 512gb, I don't have any slot for inserting another drive. I'll just have to re replace my 512gb ssd with 1tb ssd, wish this were not the case.READ MORE",1
Best gaming laptop for the price range!!READ MORE,1
Best Gaming Laptop under 60kREAD MORE,1
"Worst productI exchanged the product once for dead pixel issue, I exchanged it and the other laptop also has a dead pixel when I asked for a refund as the product is defective they are telling to adjust with the dead pixel as the flipkart return policy does not cover for dead pixel or any such defects.The products speaker volume is very low lower than the basic smart phones.Heating issueREAD MORE",0
"I just buy it for my online classes, coding and little bit gaming. It runs high end softwares preferably best at this price point. It starts and shutdown within 15 seconds when almost 250gb of the SSD is filled with high performance apps and games.It's speaker is not loud, but enough if loud fans, coolers or other loud noise is not nearby. Headphones and external speakers can be used. Till now I hadn't used any external speaker and it works fine with me.It consumes a lot of power sometime...READ MORE",1
"after the 10 day use i fill this laptop is very good compare to lenovo dell hp at this price point this laptop is good for 3d modeling and day to day life but in this laptop due to processor gaming performance is quite ok, play all the game but at med. graphics but gta 5 is working on high graphics over all it is good laptop at this price range.READ MORE",1
Do not buy. Facing routine problem. Worst service support.READ MORE,0
Absolutely Loved It.Literally worth every penny.The performance is top notch 🔥IPS Display with SUPERB  calibration...BATTERY IS DECENT 😜SPEAKERS ARE LOUD ENOUGH (BETTER THAN MOST GAMING LAPTOPS)READ MORE,1
"Overall performance is amazing, good battery life.READ MORE",1
Good laptop in this price range .Awsome perfomance with 4 gb gpu.Thank u flipkart and acerREAD MORE,1
Damn the performance is overpowered.Just maintain some space in the laptop other than that its all goodREAD MORE,1
Basically I am developer and this laptop is good for workers aswell as for students and i saw bad reviews about battery but it will give backup 4-5 hours its enough and for gaming i dont know battery backup if ur buying this lap for except gaming i recommend to go for it without hegitationREAD MORE,1
Recently I brought this master piece and belive me one of the best laptop under 55k. This laptop built with aprofessional design and very light weight.So there are some feature which I love the most:1. The Back-lit : keyword look more professional with the Back-lit and there's enough brightness if you're working on dark.2.style and weight - so if you're a professional or a student definetly go for it. It's look very simple and a light weight device easy to carry.READ MORE,1
Does the jobREAD MORE,1
"Review after 70 days. The laptop is incredibly good. All the programs works with ease. I have installed Autocad 2020, solidworks 2020 and Inventor 2020. The programs works without any trouble without charging. Battery is extremely good. The performance seems far better than the hp pavilion laptop with the same specs that I used before. The laptop boots up in lightning speed. The cooling system of this laptop is very good. The only con is speaker sound, but it least bothered me. Must go for th...READ MORE",1
This laptop is best in this price rangeREAD MORE,1
Good for editing and battery backup is awesome😍😍READ MORE,1
The speaker sound is low but u can fix it with fx studio software and the pc is a beastREAD MORE,1
Nice performance and good for coading and good performanceREAD MORE,1
Excellent productREAD MORE,1
Full and final very good experience me  thanks flipkart 👍👍👍👍👍READ MORE,1
Best product under this priceREAD MORE,1
Very nice product no heating issue....Display also fine . I am fully satisfiedREAD MORE,1
For coding and programming it is goodREAD MORE,1
Good in this price rangeREAD MORE,1
Very very excellent productREAD MORE,1
it worth itREAD MORE,1
Value for money 🤑READ MORE,1
"It's been a week, but the performance of this laptop has been fantastic. AMD has done a great job with their Ryzen 5500u processor; and that coupled with NVIDIA 1650 GPU delivers an exceptional performance. Cherry on the top is the SSD support - OS boot and app switching is seamless and quick. The laptop is excellent overall, and I couldn't find any significant downsides till now.READ MORE",1
"Facing battery issue only 10days old laptop, trying to connect with Acer customer care. Very disappointed.READ MORE",0
The Best!It's the best performing laptop within 55k budget range. It performs like 88k+ price laptops. You can run almost every high end game on this smoothly! And Premier Pro runs buttery smooth on this machine. Only compromise you'll make is quality. It is more of a delicate product of which you have to take atmost care of.READ MORE,1
I've been using it for a month now... Best laptop in this price range✌️READ MORE,1
"My OpinionAmazing product. Totally worth the price paid for. I've been using the laptop for a month now. Haven't observed any issues so far. Comes with a power efficient processor which does heavy duty tasks effortlessly. However, prolonged gaming is not recommended as it heats up after 4-5 hrs of usage. Regular day to day tasks work like charm. A must buy for Students, Office users and occasional gamersREAD MORE",1
"Terrific, super se upper performanceREAD MORE",1
"worst of the worst product , don't even think of buying it . total waste of money , better spend some more and buy a better laptop as anyway this one is useless. slow performance , keyboard has stopped working even though I didn't use much. Buy a laptop which can actually be used for your work.READ MORE",0
"Very powerful with SSD, 8gb ram, good battery backup, overall good laptop... Excellent...READ MORE",1
its not good enough and after buying the product its starts creating problem i had lodge the complaint in acer but nobody even contact me or rectify my issue i dont know why i trust flipkartREAD MORE,0
Everything about this laptop is very good except speakers which could have been betterREAD MORE,1
"Been using this laptop for more than a month now. * Experience is awesome, the laptop performance wise is outstanding. Multitasking is smooth. * Boot time is <7seconds due to super fast ssd.* Battery life is upto 4-5hrs on normal browsing, reading and Youtube. * Design is simple and Professional which I prefer.* I really liked the precision touchpad.* Played Fortnite which runs smoothly being a high demanding game and didn’t notice any frame drops or stutters.Some cons which I noticed ...READ MORE",1
"Fast as lightningSsd port is singleRam port is double8 gb in one slot, one slot empty.Working fine with hperx 16 gb ddr4 2666mhz ram.( Warranty will be void if you open the laptop base panel)Csgo runs fine.Windows is pre installed, home edition. Webcam is not good but I usually keep that taped up so no worries there.Display is pretty good All in all I will call this one the mid range king.READ MORE",1
Took them 11 days to deliver.Build quality is mediocre.GPU gets hot even in low load. GPU power doesn't go beyond 30WDisplay is perfect.READ MORE,0
Excellent ProductREAD MORE,1
I'm reviewing this laptop after 2 months of usages.Gaming is excellent I have played Assassin's Creed (latest version) highest quality without any lag only few times I can see lag almost 56 hours. GTA V highest settings no lag. Snowrunner and witcher 3 ...You may face issue with Microsoft office as it is not preloaded..Battery health is good..You can charge 100% in 1 hour.Display is also good..Speaker 🔊 is not upto mark.Happy to buy AMD over i5READ MORE,1
Outstanding performance in this price range like a gaming laptop in this budget I am very happy with this lappy😘. My review after 6 months.READ MORE,1
Best laptop in 50kREAD MORE,1
Just battery backup is negative point overall it is a fast machine.READ MORE,1
Found this laptop on Flipkart at the lowest price than any other e commerce website even cheaper than the acer website itself.Using it since last 3 days found nothing negetive about the laptop best performing gaming laptop with decent battery life and subtle looks under 60k.Only things which I think could be better are1. Hinges : The upper part and the lower part of the laptop are connected by two hinge joints at opposite corners which makes the laptop feel little bit weak because if you w...READ MORE,1
"Gaming laptops at this price range is usually different to find. But this laptop is really good, it is not best but really good at this price point. Performance out standing due to Ryzen 5 hexa core, relatively good battery about 4 to 5 hrs(light usage), ok display, but speakers are weak (not a big issue for me ). ....I used laptop skin on itREAD MORE",1
GoodREAD MORE,1
The laptop is a total beast overall for this price segment. the battery is considable but Acer could've done a improvement with the hinge from the prior complaints of the previous models. still a best deal for the price of 55k to be honest.READ MORE,1
Best laptop everREAD MORE,1
Got 468 fps average on MinecraftREAD MORE,1
Very goodREAD MORE,1
Laptop performance is very good.value for moneyREAD MORE,1
awesome product & very fast delivery.READ MORE,1
Laptop is very good but one small problem charger socket problem is there you cannot insert charger very easily ...you have to take care while inserting chargerREAD MORE,1
Satisfied in this price 😊😊READ MORE,1
It's amazing gives premium feel and battery as a gaming laptop whats the wonderful battery backup gives you 7 to 8 hours on normal usage with only in this varient of ryzen dont know about intel varient and intel varient battery is not good this one is awesome at this buget buy only this gives gaming top notch performance also as amazing for college studentsREAD MORE,1
If you are a student like me who wants to buy laptop for coding and a little gaming this laptop is best one in this price rangeI am using this laptop from a weekDisplay quality of this laptop is goodIt gives 5-6hrs battery for normal usageAnd 1.5-2 hrs for gamingI recommend you to play games with chargingCons:Sound quality is below averageDesign is not that goodAnd there is only one slot for storageREAD MORE,1
Minimal Temperatures.Good viewing angles.Hinge quality is good.Build quality could be better.Battery life on normal usage could be better.Dedicated GPU is not connected to internal display.Power off USB charging is not supported.Speakers position could be better.Performance is really poor. Hangs atleast 4 to 5 times a day.Sometimes keyboard stops working..many times It happened with me that while seeing the keyboard I typed a whole phrase but when look again on screen only 1 or 2 le...READ MORE,1
Great laptopREAD MORE,1
Great laptop!But you can't upgrade your ram without voiding your warrenty. They put a warranty sticker over one of the screw holes. I was really bummed about that.READ MORE,1
"It's awesome, but has little heating issuesREAD MORE",1
Best laptop in this price range With hexa core processorREAD MORE,1
Performance is nice and good graphics. Battery backup is decent not poor or nor too high. The power of processor and memory is really wonderful and useful for AutoCAD and other civil engineering software tools.READ MORE,1
#Display: >excellent#Sound:#It has enough sound satisfactory. Don't let the thing about speakers must have been better hype fool you.#Built quality:>Super solid build>the hinge is sturdy#Keyboard and trackpad:>Keys are very responsive>has no indicator lights for capslock and numlock but it shows up on screen >backlight is present and good but you cannot adjust its brightness levels>trackpad is large++>however the typing feel is not reassuring. The keyboard is good and responsiv...READ MORE,1
Trust me guys don't research just buy this laptop i wasted a lot time researching on laptops of 50K-60k.Acer aspire is just beast.READ MORE,1
