Reviews,Verdict
"I am really upset,1) they took 6days to deliver the product instead of 3days.2)there was no charger adopter and they don't receive the tab once opened it.At Least they can send the adopter separately so i am not happy with serviceREAD MORE",0
Thanks Flipkart for send  original product and thanks for delivery boy for timely and safely delivered my product.READ MORE,1
This is the best on this priceREAD MORE,1
OwesomeREAD MORE,1
excellent productREAD MORE,1
It's too good stylish looking and good workingREAD MORE,1
"I loved ideapad, all time my favorite. Superb laptop in best budget.......READ MORE",1
First experience is awesome... Real Review will after some monthsREAD MORE,1
Nice one laptop osm & light wait But automatically start .. Laptop issue... 😣READ MORE,1
Laptop has not ms word Excel files to workREAD MORE,0
Overall ok but Little bit slow like HDDREAD MORE,1
"I had purchased this product 3 weeks ago, first of all, thanks to Flipkart for good packaging and product delivery. It's good for IT professionals at least for higher-end software. I have i5 processor as well but I don't see any differences, performance wise both are very nice. I love Lenovo products. Thank you Flipkart.READ MORE",1
Very good productREAD MORE,1
it is very useful and low budget laptop.READ MORE,1
Nice laptop...I think at this cost range this is bestREAD MORE,1
Back digen lock not goodREAD MORE,0
Perfect!READ MORE,1
Battery 👍READ MORE,1
Amazing productREAD MORE,1
"nice product with great speed,comes with office and alexa.everything works well and battery works good.as expected.READ MORE",1
Value for money productREAD MORE,1
Giving heating problemREAD MORE,0
Nice laptopREAD MORE,1
SprbREAD MORE,1
Very nice productREAD MORE,1
Excellent product and good offer as awailed in flipkart  bonanaza sellREAD MORE,1
Best laptop in this priceREAD MORE,1
"Volume is very low, if someone call you can hear the ringtone only if you are holding it in your hand or kept around 2 foot away from your body.I changed the ringtone with loud noise but when you apply it it reduce the sound to low automatically.Since I am receiving lots of important calls on this tab I am unhappy with its volume issue.This tab acts as landline to me with its docking station.READ MORE",0
"One of the best Laptop in the market for home usage. Mind-blowing display, Crystal clear sound quality, Smooth touch experience,Run 4k video , Built with Windows 11 and MS Office along with many other useful softwares. If you are looking for a budget laptop then just go for it. I bet you will definitely like this.READ MORE",1
Great laptop in low price build quality good/Proc/Ram. no lagREAD MORE,1
ExcellentREAD MORE,1
Good productREAD MORE,1
Poor quality productREAD MORE,0
Worth bying.READ MORE,1
GoodREAD MORE,1
Go for It.....This laptop is really impressive..Awesome product...Good really very good....Speed is awesome.Design is awesome.Light weight.READ MORE,1
"Battery backup seems to be low, but I guess it's upon apps that consume it. Overall a good laptop for day to day task and light gaming.READ MORE",1
This product is very goodREAD MORE,1
Not so good for this priceAnd 4GB ram poor performanceREAD MORE,0
it has a screen off problemREAD MORE,0
Best Budget Laptop In the MarketREAD MORE,1
"Not Good working,READ MORE",0
"I loved it, worth for the price. It is very quick with regard to work on and off. Overall I loved the product.READ MORE",1
Its a awesome product only because of the specifications provided in this price range. Very useful for office and students use. Under 40k u will get 8gb/256gb ssd with core i3 10th generation processor which is not available in other brand like hp or dell. Performance of the laptop is also up to the mark. Thin and light. Just go for it. Worth purchase.READ MORE,1
This product is so good. But it took so much times and it was delivered under 9 days. Value of money. I recommend you to buy this laptop......READ MORE,1
Don't go for it. Battery backup is very poorREAD MORE,0
First day is working is good after 3 days it's hanging too muchREAD MORE,0
GoodREAD MORE,1
Worst productI needed tab for doing online classes and entertainment but neither online classes nor hotstar is supported. I don't know what were these guys thinking building this.READ MORE,0
Money worthREAD MORE,1
Worth the priceREAD MORE,1
Awesome product within budget.READ MORE,1
Don't buyREAD MORE,0
I bought this Tab 10 days ago and after 2 days there was problem with display. The battery gets heated up very soon. One of the worst products ever sold by this seller.READ MORE,0
Not satisfactory.I had bought this tab on 16 August 2020Back camera glass was damaged before delivery.Screen had got scratches within 10 days.After 6 months battery backup lasts for only 2-3 hours.Sim card slot has been damaged within 4 months.0READ MORE,0
"Very very disappointed, after receiving laptop with in 10 days some hardware issue in lenovo laptop but company refused to replace laptop.dont buy lenovo laptop.READ MORE",0
Good ProductREAD MORE,1
Hanging problem comes after 3 monthREAD MORE,0
I have been using this tab from last 20’days and its the worst ever gadget i used.Battery backup is complete drawback.Im writing this review to express my disappointment over the product now to complain about this the flipkart teamis not responding and the lenivo either.I can memtion this as fraud over middleclass people by selling such useless devices. Im exeoecting a call from flipkart or a reply atleast. I have raised a ticket and im assuming that i will get a call in 24 hours but no cal...READ MORE,0
Good look.. performance ok.. battery little low.. value for money yesREAD MORE,1
Good productREAD MORE,1
Very goodREAD MORE,1
Don't buyREAD MORE,0
Very poor quality product Hanging problemREAD MORE,0
Laptop has not ms word Excel files to workREAD MORE,0
Amazing 😍Must buy at this price.READ MORE,1
Awesome...READ MORE,1
Good 👍READ MORE,1
"don't buy, there is a hanging problem with the tablet.READ MORE",0
Best products in low custREAD MORE,1
Excellent Product..... Super Fast Delivery. Overall Nice.READ MORE,1
It was good but battery 🔋 backup is lowREAD MORE,1
I loved itREAD MORE,1
Camera is not working.READ MORE,0
"The Laptop delivered me on 9th October on bigbillon days and since it is working very well, the Laptop working very fast just bcz of ssd and 8gb ram at this features the price is good, For more queries message me Thankyou..READ MORE",1
Awesome purchase in this price...READ MORE,1
Battery backup is very bad tab is getting discharge in 30 minutes Waste of money  as not getting support from Flipkart and lenovoREAD MORE,0
"Excellent & far far better than HP laptops. Very fast at lowest price. Battery backup: 5-6 hrs for 100% charge No heating problem. Delightful design & HD resolution. Everything beyond expectations except webcam ( webcam could have been improved, but not required in smart phones era ).READ MORE",1
Hanging problem comes after 3 monthREAD MORE,0
Nice 👍READ MORE,1
Nice productREAD MORE,1
Good product and higly recommend to buy.READ MORE,1
Very worst Product. With in 6 months it's stops working..Suddenly Switching off while working on it..READ MORE,0
Super laptopREAD MORE,1
In one word .... Awesome ❤️READ MORE,1
SO NICE REVELENT VALUE BEST PERFROMINGREAD MORE,1
"This review I am writing after using 4 months that my tablet detecting touch when no one use , the navigation bar abnormally displays without any touch and apps are open frequently when scrolling on screen. The most effective part is the keyboard type erroneously anything when trying to type some word . So need replacement with correct one.READ MORE",0
Worst products don't buy... review after 6 months...Hanging problem..Battery drainsREAD MORE,0
Only mising backlit keyboard but value of money good laptopSpeed goodBattery 3.5 hourREAD MORE,1
So badREAD MORE,0
Nice laptop  this laptop is very betterREAD MORE,1
Nice product 👍READ MORE,1
ExcellentMust buyREAD MORE,1
Good looking laptop...i like itREAD MORE,1
Android OS got corrupted after 2 month usage.READ MORE,0
very niceREAD MORE,1
GoodREAD MORE,1
NiceREAD MORE,1
Good Quality productREAD MORE,1
Worst battery...within 3 hrs of continuous usage it was dead...if u wanna buy a laptop just go with any other company which provides good battery life.....READ MORE,0
Good one...READ MORE,1
"Good product 👍 velue for money 💰 But as the company told on the laptop that the laptop will run for 8 hours, the battery is nothing like that, it can last only 4 hours.READ MORE",1
I'm very happy with this laptop.READ MORE,1
Very poor..READ MORE,0
Display is not working.May be the product is re condition.READ MORE,0
Not goodREAD MORE,0
Nice look and best performance.READ MORE,1
"The major concern is the batter backup. This device discharges pretty quickly. If you watch a 2 hour movie on this device without keeping in charging them the battery will drain out. Basically, every time you use this, keep in charging mode.READ MORE",0
Good productREAD MORE,1
"Well, not so great tab. Display keep going offline and everytime you need to restart the tab. Average speed with 4GB memory. Wifi keep disconnecting. I won't recommend this tab at this cost. Review after using almost 2 months.READ MORE",0
Laptop design is good battery life is good but display not good i will recommend don't buy if you want good displayREAD MORE,1
Very goodREAD MORE,1
Worst part is heating while using the laptop ater 10 minsREAD MORE,0
Performance is good.. worth for work from homeREAD MORE,1
A good product...READ MORE,1
Defected in microphone it's not only my tab fault and also my nephew tab was facing with similar problem microphone defected.READ MORE,0
This product is very goodREAD MORE,1
Worst product don't buy it ...READ MORE,0
niceREAD MORE,1
It is nice laptop for working professionalREAD MORE,1
Perfect good performanceREAD MORE,1
Within 8 days we have display problem.READ MORE,0
"A good product. It's better to use for a normal working along with ms office,word and PowerPoint. Working smoothly.Battery back up is very good.And fast 256 gb ssd ram.Better improved performance along with enhanced working.READ MORE",1
Worst productREAD MORE,0
GoodREAD MORE,1
"Very very disappointed, after receiving laptop with in 10 days some hardware issue in lenovo laptop but company refused to replace laptop.dont buy lenovo laptop.READ MORE",0
Display poor quality and sound issueREAD MORE,0
the product described is not at its qualitycamera is not good4gb ram is also not at its speedone can get the same thing of half priceREAD MORE,0
Student friendly...u can do chemistry project like gaussview molecule run alsoREAD MORE,1
Very good good productREAD MORE,1
Battery backup issueREAD MORE,0
Excellent one battery lifePerformanceREAD MORE,1
Thnx flipkartREAD MORE,1
Not goodREAD MORE,0
FantasticREAD MORE,1
"Not satisfied,because there was a problem with calling mic, it was not working properly,READ MORE",0
NiceREAD MORE,1
Poor quality productREAD MORE,0
First day is working is good after 3 days it's hanging too muchREAD MORE,0
Very poor battery backup as we initially charged as  instructed and observed not even coming 2 hours for online classes to attend and observed one more day. Its hardly getting 2 hours of browsing time for online classes not even for games. No replace or return only service for a new device of received 2 days back. Pathetic performance and completely waste of money.READ MORE,0
Highly recommendedREAD MORE,1
NycREAD MORE,1
M happy with the purchaseREAD MORE,1
"It is good value for money. The only issue is that it doesn't have Fn lock, so if you work in Excel with F2 or F4 keys you would need to go to bios settings and disable hotkeys. I don't understand why they removed fn Lock. It is an important feature and quite stupid to not have it, so one star lessREAD MORE",1
Not goodREAD MORE,0
So goodREAD MORE,1
"Overall performance, look, battery backup everything is good.READ MORE",1
Excellent product at this price range. Very satisfied.READ MORE,1
FineREAD MORE,1
Bad experience with this tab. Screen defected after a few days.READ MORE,0
Worst part is heating while using the laptop ater 10 minsREAD MORE,0
Amazing laptop💻💻💻💻💻READ MORE,1
Software is not pre installedREAD MORE,0
Extra ordinary fantastic 🔥READ MORE,1
Very good product with reasonable price. I am fully satisfied with all the features of the productREAD MORE,1
Overall good but no back light on the other wise very good Laptop.READ MORE,1
Osm in such a low priceREAD MORE,1
Worth the amount paidREAD MORE,1
laptop Battery looks refurbished and the battery Backup is very poor Just single application I am using and it drained out in 1-2 hourREAD MORE,0
GoodREAD MORE,1
BestREAD MORE,1
Unique product very fast. Value for money.  Net consumption rate is high. Cheap from normal market price as on today.READ MORE,1
Nice product 😊👍Happy 😊READ MORE,1
Good productREAD MORE,1
Better pricing then market we are getting it for less pricing then market for the same configuration online.2 year warranty I think it's a fair deal 8GB RAM 256 GB SSD with i3 10th generation I think it deserved the price.READ MORE,1
"Lapt lennovo is very good excellent product heavy body smooth running fast working with ,8gb ram 256 GB SSD looking good display good battery back up I try this product in this rate no products available in this rate so pls purchase don't take any tenson . Cheap rate good performance excellent working smart looking laptopREAD MORE",1
"Writing this review after using it for a month. Everything is good except its weight, quiet heavy. I mean you have a few lighter laptops of nearly same specs at a lower price so why not buy them, like the infinix INbook. Basically what I'm trying to say is, you have better options than this laptop. I'm not saying that this laptop is bad, it has been working good for me, atleast until now . :-) What else can I say, I don't have much experience of writing fancy reviews.Well I hope it helps yo...READ MORE",1
WowREAD MORE,1
Charging not supportingREAD MORE,0
"Value for money, boot up time is so fast...best budget laptop availableREAD MORE",1
Happy with device but not happy with Flipkart deliveryREAD MORE,0
"One of the best Laptop in the market for any usage , Mind-blowing display, Crystal clear sound quality, Smooth touch experience, Run 4k video , Built with Windows 11 and MS Office along with many other useful softwares. If you are looking for a budget laptop then just go for it. I bet you will definitely like this.According to the budget , product is very reasonable price .Just go for it !!!!READ MORE",1
"Worst product ever, it hangs at every 30 minutes, battery is discharging fastly and not lasting even for 2 hrs, horrible experience, Plz don't go for it, totally money wasting.READ MORE",0
Back digen lock not goodREAD MORE,0
Very badREAD MORE,0
NiceREAD MORE,1
Not goodREAD MORE,0
GoodREAD MORE,1
The worst electronic  product I purchased....it's touch screen not working properly..I just wasted my money....READ MORE,0
Nice laptop 💻 👌READ MORE,1
Nice work done by delivery  boyREAD MORE,1
Good prodoctREAD MORE,1
SuperREAD MORE,1
Best laptop in this price rangeREAD MORE,1
Good ProductREAD MORE,1
Waste of money it is of only 8.5 inchREAD MORE,0
Thank you so muchREAD MORE,1
Very niceREAD MORE,1
Battery backup: good SSD : goodLook: niceRam: 8gbProcessor: i3 10genOs: windows 11   (quick booting )Everything looks good.First day review.Only thing seem bad that is charger is heated alot while chargingREAD MORE,1
Good product by Lenovo ideapadREAD MORE,1
Nice one... Go for it...READ MORE,1
Nice performanceREAD MORE,1
Nice productREAD MORE,1
Very good performancesREAD MORE,1
"After 1 week of use I find:Performance: 5/5Display: 3/5Webcam: 2/5Battery :4/5Sound:5/5Wifi & Bluetooth :5/5Built quality :4/5Touch pad :4/5Keypad: 3.5/5Looks: 3/5I used to prefer HP laptop earlier but this time I chose lenevo and it's also superb one.Battery backup: 5 hr. online, 6.5 hr offline modeFor warranty date update, you need to call lenevo customer care and if you face any difficulty in MS office activation (it comes with original office home and student 2021) you nee...READ MORE",1
GoodREAD MORE,1
Its very good product speed is very fast display quality is fine and batter backup is greatREAD MORE,1
Loved itREAD MORE,1
Good product in price rangeREAD MORE,1
Camera is not working.READ MORE,0
This product is very goodREAD MORE,1
Good productREAD MORE,1
Not goodREAD MORE,0
Amazing productREAD MORE,1
"Don't buy please go for samsung Or apple tab, otherwise wastage of moneyREAD MORE",0
Overall product is nice. But It was delivered too late. It took almost 11 days.READ MORE,1
Waste of moneyREAD MORE,0
Value for money . Good performance.READ MORE,1
LAPTOP is really cool and fine with the stylish design but the only thing about the battery. they said 7 hours back up but it comes actual on 5 hours.READ MORE,1
Nice productREAD MORE,1
Good productREAD MORE,1
Not worth the money. Performance is very slow. I'll not recommend it.READ MORE,0
Simple superREAD MORE,1
Good product if you are looking for day to day work.Price is good with specs that it provides.READ MORE,1
"If you buy this laptop you don,t think about this just buy now its laptop is very nice looking and it's performance is much better than others brandsREAD MORE",1
Wonderful product in this rangeREAD MORE,1
It's been 20days I'm using this laptop. It's does preety good job. It's good for students and one who have basic requirements does the job very well.. i use this for my personal and official it's giving me good.READ MORE,1
laptop Battery looks refurbished and the battery Backup is very poor Just single application I am using and it drained out in 1-2 hourREAD MORE,0
Waste moneyREAD MORE,0
Good productREAD MORE,1
Very nice productsREAD MORE,1
Good laptop and good deal by FlipkartREAD MORE,1
So badREAD MORE,0
Very nice and budget laptop.READ MORE,1
Superb laptop for official and academic usase.Good battery backup and display.Look wise superb!READ MORE,1
You have Sent me the defective item and not refunding the money.READ MORE,0
Best laptop under this price very much good quality 😃😃 with windows 11READ MORE,1
GoodREAD MORE,1
OTG not supporting. Waste of money...READ MORE,0
"Battery is not charging, I bought this laptop just 7days before and today  my battery is not charging more than 60% , it shows only 60%READ MORE",0
Design is unique and awesome at this rangeREAD MORE,1
Good Laptop in this price range.READ MORE,1
Very goodREAD MORE,1
Display Quality is not goodREAD MORE,0
Battery draining too fastREAD MORE,0
"Worst product. In the starting point it works smoothly but then many apps like Google, YouTube and many more do not work at all. I request you not to buy this product.READ MORE",0
Very good. Thanks to lenovo and flipkart.READ MORE,1
"I am a banker and use this laptop for office work/trading, best laptop under 35kREAD MORE",1
One imp thing that bag is not included in the boxREAD MORE,1
Good laptop and fast delivery thanks flipkartREAD MORE,1
