Reviews,Verdict
"Worst phone u will ever use in u r life, at least this is the case with me. After using two days it started freezing/ hanging, finger scaner was not working, YouTube videos were not playing, on & off button was not working. Worst thing, when u will approach for replacement customer service representative will harrase u by saying we can't return this. On technician visit, he will just reset the phone in factory mode & will do nothing. My suggestion is DON'T WASTE U R HARD EARNED MONEY ON THIS ...READ MORE",0
NiceREAD MORE,1
Good value at discounted price for stock android smartphone - clean experience without any bloatwareREAD MORE,1
Good but old model typeREAD MORE,1
Worth it. Great performance. I just observed reduced sensitivity of screen after putting tampered glass. But that's not a drawback for me. Glad that Nokia is bringing back their quality phones.READ MORE,1
Nice phoneREAD MORE,1
WorestREAD MORE,0
Please please Do not buy this waste Nokia Mobile...READ MORE,0
NOKIA IS ALWAYS BEST. EVEN NO FEATURES AVAILABLE CAPARITIVELY OTHER MOBILES.READ MORE,1
Worst mobile don't buy...waste of moneyREAD MORE,0
"camera is just above average to good, only 10watt charger in the box... Those are the only two things  to say as negatives if any...  excellent battery life, satisfying Android one experience with 2 years guaranteed updates,  loudness levels of speaker is good, no issues in network reception, type C changing port, responsive touch screen, no heating issues. screen guard is pre applied and case is in the box. Steal deal for 13 to 14kREAD MORE",1
Best phone for day to day used & Nokia gives fast update compare to other brand.READ MORE,1
Nokia 5.4 is really good handset. I am fully satisfied. Built quality is very good. I love this phone.READ MORE,1
Good budget android phone with good features. And nokia’s branding!!! Impressed.READ MORE,1
Very Very bad. Poorest quality.READ MORE,0
BadREAD MORE,0
good mobileREAD MORE,1
A great budget phone.After all its a Nokia.READ MORE,1
Simple and Perfect for the people who don't want unnecessary stuff and want to use Stock Android.READ MORE,1
GoodREAD MORE,1
"Good to see that Nokia is now back again with quality phones. This is a good model with nice camera, good battery back up and decent performance with good speed. Giving 4 star because the display could have been much better. Over all a nice phone in this segment.READ MORE",1
"Worst phone I have ever bought, disappointed with the Nokia brand. There are many reviews to get an idea about it.READ MORE",0
"Worse phone... You can get better phone at this rangePerformance is very bad, everyday atleast once getting hanged.READ MORE",0
GoodREAD MORE,1
Really good phone.READ MORE,1
"Using Nokia from 2011,  before this, i had 6.1 Plus, but this 5.4 is really pathetic. Hangs a lot, and too slow..READ MORE",0
Nokia 5.4 is the worst smartphone i've seen in my lifeWorst everythingREAD MORE,0
Little bit slower...READ MORE,1
Descent phone for normal day to day usageREAD MORE,1
Waste of money because similar price of other phone's gives better performance. But this mobile is worst. I love Nokia brand but what about them. Camera video recording is to much badTotally wastedREAD MORE,0
"Writing this review after 14 days of extensive usage  hence in a good position to accurately articulate facts about this phone. Even before purchasing the phone, I knew it has the best camera in the price segment and features that are absolutely useful for a normal user like me. I will bridge the review into pros and cons so that one could decide if they should go for it or not. Pros:1) The beautiful design and construct of the phone makes it look attractive and feel premium in the hands. ...READ MORE",1
"This review is written after one month of usage.First, the UI is not user friendly. This I found even within the return policy window. Since UI is not a major issue I didn't return it. Screen shot sound can never be turned off. Thought to adjust with it. Battery charges very fast but doesn't retain for the expected hours.Mobile suddenly got rebooted twice within one month. Whenever I am in call the flash turns on automatically and sometimes even goes to airplane mode and thus my call gets ...READ MORE",0
GreatREAD MORE,1
ModerateREAD MORE,1
GoodREAD MORE,1
Best ever smartphone i useREAD MORE,1
This product is not bad nokia is a goodREAD MORE,1
"I really miss the old Nokia devices with 4-5"" screens. Nowadays almost all devices are 6.5""+. I really hate that. This one seems too big because i was a Nokia Lumia 630 user. That phone is still working smoothly but due to variety of different apps I moved to Android. Now talking about Nokia 5.4, the build quality is great.Display - Display is good, I've no problem with HD+ resolution, so it will be 8-10.Processor - SD 662 is faster than I expected, works effortlessly. 9-10Back Camera...READ MORE",1
Total Wasted of money  and camera quality  so poor....READ MORE,0
Best products in the given range of money 🙂READ MORE,1
"This is the useful,and super support or super function with any app, game or browser etc.its like most.. thanks to nokia.and his engeneers..READ MORE",1
"Wastage of money dont buy ... After buying one day 5.4 showing hangin problem , voice issue not clear at calling time. Face unlock problem.. battery performance so-so  note good  , camera quality b bekar I comparison of nokia 8.1  so i truly suggest to all do not buy nokia 5.4 ... Isse acha to kisi se nokia 5.1,6.1,6.2,7.1,7.2 ,8.1 purana lelo . After replacing ... Same issue in nokia 5.4 ... Very slow processing ... Voice issue ....on call.. whatsapp not oppreting ... So many issues wasteage...READ MORE",0
"Good for daily task.such as YouTube, Whatsapp, Browsing . Not for gaming. Supports Gcam which is added feature.Most importantly, Android One which is rare right now..So yeah, I liking this device.⭐⭐⭐⭐⭐You will get a case with tempered glass applied on phoneREAD MORE",1
Very goodREAD MORE,1
"Superb quality smart in this price, paisewasul,,, you feel like Google phone,,,READ MORE",1
NiceREAD MORE,1
This is the best budget handset available in the market now. battery superb it last for 2 day. Snapdragon processor is really fast there is no lag. The shape is well designed so that it can fit in your pocket easily.READ MORE,1
For Nokia Lover It's best ...READ MORE,1
Very poor quality products please don't buyREAD MORE,0
The most third class phone i have ever had.Truely disappointing.the phone keeps hanging.some time phone hangs and hangs so much that it takes almost 1 hr to get restarted.2ndly connectivity.coñection during calling drops andkeeps on dropping.they wanted to give you so much thing in low price .but problem is they can't give you best things. so sad.please dont buy it.READ MORE,0
"Nokia phones are unique and as precious as Apple phone, not for its hardware capabilities, but for software & security. It is rare to find any other phone OEMs which provide pure (un-altered) OS, guarantee of OS upgrades to next version for 2 years and security support for 3+ years. And it is not Chines company which sends your all personal data to China or even for that matter non-India companies which does not have any reputation on security or privacy. That is why most people buy Nokia pho...READ MORE",1
Very clean UI&stock android.Good mobile for mimalists.Less is more.N ads-bloatware.Good battery backup.READ MORE,1
Excellent PhoneREAD MORE,1
"Excellent Most Stable Instrument lasts long, compared to all brands. Unlike others Chinese or Samsung's which are brought out in market untested and conk off within a year. This being my priority, I do Not mind a less loaded specifications.READ MORE",1
It's  okREAD MORE,1
Worth it if you buyREAD MORE,1
"If you would like to have a nokia mobile please don't buy this mobile and lower versions like 5.4 ,3.4 2,.... Very dull display and bad camera .you cannot play games and take picturesREAD MORE",0
Superb mobile ruf and tuf superb performance nice cameraREAD MORE,1
The worst phone I have ever come across 😤😤😤READ MORE,0
"Some features are new but few common features like app lock , screen recording and many more aren't thereREAD MORE",1
Everything is fine camera can be more better.READ MORE,1
Nokia loverREAD MORE,1
GoodREAD MORE,1
"Really a value for money phone. I liked the stock android experience very much. Also, the battery is very good and lasts two days with medium use, which is better than other phones with more battery capacity in terms of spec.  Overall, a very good option if you are looking for a budget phone without any unwanted apps.READ MORE",1
Very nice Nokia  productREAD MORE,1
Torch light is not workingREAD MORE,0
One of the  best non chinse phone. Waiting for nokia  5g phoneREAD MORE,1
Calling Problems Cut CallREAD MORE,0
Good phone for a mid range price.READ MORE,1
Best budget mobile..... Much better then Chinese mobile....READ MORE,1
Camera quality very badREAD MORE,0
Nokia 5.4 is improved than 5.1 plus. Some features add in this phone then it is very nice phone than other products.Nice performance with nice camera.This phone is mutured.READ MORE,1
Worst nokia phone i ever used. Lagging like hell. Software is full of bugs. Battery draining issues. Not worth the price. Paisa waste.READ MORE,0
Nice phoneREAD MORE,1
Looks Amazing. Powerful and great build quality along with strong battery life with perfect screen size.READ MORE,1
Nice mobileREAD MORE,1
Nice phoneREAD MORE,1
It was nice mobile but it should be 64 MP camera but it is 46 MP in this price mobileREAD MORE,1
Pretty amazingREAD MORE,1
Great productREAD MORE,1
"I have the 4GB variant of the phone. I use this for basic tasks like calling, messaging, watching youtube etc. Hence it gives a 2 day battery. The camera can be improved. It has problems when we zoom in to shoot. Otherwise it's great with a 2yr software update support. It's definitely a bargain. No lags or glitches whatsoever.READ MORE",1
Software update issues prevail in this model. And the service centre is located in only certain cities. And after a month the speaker of the phone got into a problem. Now the phone is worthless. NOKIA will sink like TITANIC. All the best NOKIA for your path towards seabed.READ MORE,0
Hanging problem at   high degreeREAD MORE,0
Phone is not good pls don't buy this product.this mobile phone hanging many times and then  always re-start .READ MORE,0
Everything goodREAD MORE,1
Worst smartphone and worst Flipkart product. Handed over the defective product.READ MORE,0
Very bad Mobile. I bought as named nokia.but camera is not good and mobile got hang most of the time.READ MORE,0
Speaker is very low and the ear phone provided is of cheapest qualityREAD MORE,0
Value of the moneyREAD MORE,1
*camera performance not good*Display not goodREAD MORE,0
Reliable build quality and Stock Android experience. Decent battery life and audio quality is too good. Satisfied.READ MORE,1
Good one.READ MORE,1
I got this phone in 13k and in this price this phone is overall goodREAD MORE,1
First time i brought a Nokia's smart phone just to get a brand this time. But there is lot of features i m missing in this phone that were present in my previous MI phone..The. Biggest problem is call quality sound is very very very bad..phone automatically getting restarted sometimes..verybad experience..READ MORE,0
I like nokia mobiles I am using so good ph charging si so good 2 days comingREAD MORE,1
5.4 goodREAD MORE,1
Iamge quality is not goodREAD MORE,0
Awesome phone at reasonable priceREAD MORE,1
Too slowREAD MORE,0
Don't buy this phone one of the worst performanceREAD MORE,0
"🙏please please don't waste your money.worst phone I have ever brought, even compared to redmi 4 unfortunately I know it after replacement period ,no continues network doesn't support 5ghZ wifi speed and poor network reception and no magnetic sensor for compass it is the most basic thing, nokia is just looting people can buy better phone in this range 😡😡😡😡After using it for more days I find it more and more useless.READ MORE",0
Worst investment of my life. Freezes a lot even after repair. DO NOT PURHCHASE !!READ MORE,0
Quality is good battery is lowREAD MORE,1
"Device looks like excellent.. Extraordinary camera quality and no adding colours and very very detailed captured.. it gives true colourd pics.. And front camera struggled in low light.. but day light performance is awesome.. ""No blur and no adding over colours look like china mobiles"" it's capture only true colour photos.. it's only HD+ display but playing videos and YouTube streaming look like FHD quality.. but display  is little bit 🤏🏼 of negative Otherwise this device is not only value f...READ MORE",1
It's charger was so cheap and was not working within the very first month of the purchaseREAD MORE,0
Good productREAD MORE,1
Nokia always good but if have a hardware combination like compitation it's very good.overall Good software upgrade will be key points for nokia.READ MORE,1
Very bad MobilREAD MORE,0
𝓝𝓲𝓬𝓮 𝓹𝓱𝓸𝓷𝓮 𝓼𝓲𝓶𝓹𝓵𝔂 𝓵𝓸𝓿𝓲𝓷𝓰 𝓲𝓽...👌👌👌READ MORE,1
A good product.READ MORE,1
"The mobile operates without any issue. Since I don't play games, didn't get any speed issues. The camera quality is good. Best value for money.READ MORE",1
Good phone in this range.Good battery and performance of the phone is okay.Camera is average.READ MORE,1
Slow performanceREAD MORE,0
"Not worth try.. You get 2k resolution full hd+ display for this price range.. HMD is playing the combination of processor, camera, display and you get 5.4, 5.5+ etc etc.. Don't fall for this better yet get Pixels or Samsung mobiles... I didn't feel it's worth try..READ MORE",0
NiceREAD MORE,1
Barry goodREAD MORE,1
Mind blowingREAD MORE,1
So many draw backs are there... It is a big story to say... Its just a mobile phone to use for calls & camera otherthan that it will lag... My existing mobile is also lagging very much...READ MORE,0
"Writing review after 1 month of use, I brought it for 12999 and under this budget it's a good phone, screen, camera, hardware quality quality, processor, and battery backup all are good but the build quality for which nokia is famous is lacking here.. the back panel of phone could be made more better.. so just because of build quality I m giving it a 3.5 star.. otherwise phone is good under this budget.READ MORE",1
It gives good branded feel to use....READ MORE,1
The worst ph by Nokia . It’s just a bulky box with odd no of applications. Hate itREAD MORE,0
Good model and good mobile superREAD MORE,1
Sometimes phone getting switched off without any reason..READ MORE,0
I used this one since Last year first time on Flipkart.  Nothing problem with its company. Best Nokia phone 📱 better than rivels RPC brand name phone..   go ahead if you want android one' experienceREAD MORE,1
Not good do not buyREAD MORE,0
My loveREAD MORE,1
Don't buy. Very painful return policy.READ MORE,0
"Writing the Review after a week of use, while buying the phone I had only one things in mind quality along to with a comfortable price. I had the option of buying Redmi Note 10 , which could have given me a better Processor ,Fast charge ,large battery(5000mah) but what I feel is that these Chinese brand are not reliable(excluding One Plus which is the best in the market), they try to give too much in a smartphone in low - mid range which very often compromises there quality. Same is the case ...READ MORE",1
This is good phone for stock android users (No ads or Bloatwares included).Could have given Full HD display for this price but its okay.Best for moderate users like parents.3 years security updates are big plus.READ MORE,1
Within 15 days phone hang started. Very weak connectivity to wi fi & blue tooth. (Interrupted)Actually  it acts like a 'cheap chinese phone.' It will drown the legacy of Nokia.READ MORE,0
Good mobile but camera clarity not upto mark…READ MORE,0
Worst sound. Mute automatically going while in call... Worst chargeREAD MORE,0
Specifications are not matter but how it actual perfom.it's brilliant among all other Brand I use.Hd+ screen is same as FHD of other brand.Lag free use.battery quality is best.looks and feel premium.screen colours are much better than other.READ MORE,1
very bad and discussting phonREAD MORE,0
Worst phone ever i seen in my life. 1. We can not mute the screenshort sound even the phone is silent it will make annoying sound while taking a screenshort.2. We can control all quick access icons   even the phone is locked.3. No notification  light.READ MORE,0
Good productREAD MORE,1
"Performance is superb, and this range is good mobailREAD MORE",1
Now this time  I m Disappointed From Nokia 5.4Camera Of this Phone Vary bad.READ MORE,0
Awesome product & value of money for the is very good. smooth piece.READ MORE,1
GoodREAD MORE,1
Product is defective. I need a replacement.READ MORE,0
Worst product. I didn’t expect this from Nokia. Can clarity is worst. And few apps don’t work properlyREAD MORE,0
Battery 🔋 performance very niceCamera 📸 performance is good no heating issueDisplay brightness is goodSmooth touch ☺️Charging is slow.but goodREAD MORE,1
Very nice product by nokiaIt supports bluetooth 5.0 headsetsREAD MORE,1
Excellent Product & deliveryREAD MORE,1
Third class mobile not appropriate service no return policy applicable mobile is very hanging slow speed   Not purchase nokia mobileREAD MORE,0
Nokia is best mobile brand in worldREAD MORE,1
Very badREAD MORE,0
"I would rate Between 3 to 4, but it's value for money phone for average users, no high end games, rest is Good.READ MORE",1
"Handling and performance very good,The build quality is niceREAD MORE",1
Do not buy the Phone.READ MORE,0
The best product seen ever from NokiaREAD MORE,1
Believe me just chep quality. Nokia 5.4 is bulky havey and thick phone. Previously I had nokia 3 which was good display and design but only downside was processor. But the nokia 5.4 is pathetic in design display and camara.READ MORE,0
Best mobileREAD MORE,1
SuperREAD MORE,1
So goodREAD MORE,1
Good productREAD MORE,1
Mic not working from the date I got the mobile but no one is responding for thisREAD MORE,0
Value for moneyREAD MORE,1
"Fantastic phone.Value of money.Nokia 5.4 is the best phone in latest nokia android smartphones more better than nokia 5.3.Display of nokia 5.4 is not as bigger as nokia 5.3.Battery life is excellent.I was sure that nokia 5.4 will be a fantastic phone and it is Comparing nokia android smartphones Chinese phones like mi,redme,realms,oppo etc and samsung android smartphone,nokia android smartphones are the best.READ MORE",1
"Just Go , if you get it under 10kNo doubt about the brand..It's far better than Chinese smart phone which is promising more specifications..READ MORE",1
Very bad experience by Flipkart when I raised return request the flipkart agent asking many unnecessary question..Nokia 5.4 just like a basis mobileREAD MORE,1
GoodREAD MORE,1
Good product along with nice delivery processREAD MORE,1
Not worthyREAD MORE,0
Good mobile with basic displayREAD MORE,1
Dont buy this product plz... Verry worst phone in the world dont waste your money..No Display qualityNo camera qualityNo video qualityChrging verry slowSlow prossesorTottally rubbish...And main thing filpkart don't have a bother about customers i hate flipkart this product... Dont buy this phone plz..READ MORE,0
GoodREAD MORE,1
"Nokia need more improvement on camera application. Smooth Android experience. But, Lag for few seconds that's disappointing. Wifi not  changeable on 5GHz.Not feeling Chinese phone in any way that's good.Gaming performance Good.Display is HD+ but, looking wosome.Android one is Love.READ MORE",1
"Don't buy this product. After using this mobile for 8 months, I m totally unsatisfied with the mobileREAD MORE",0
Good for moneyREAD MORE,1
always a fan of Nokia.READ MORE,1
Awesome!READ MORE,1
Waste MobileREAD MORE,0
VerybadREAD MORE,0
Bad experienceREAD MORE,0
Good but need some improvement in qualityREAD MORE,1
So coolREAD MORE,1
very goodREAD MORE,1
"Got it at 10.9k with exchange discount.People who are criticizing this phone are going by specs. In real world usage, screen is very nice despite being HD+ (viewing angles arent good though) and performance is super-smooth (for daily usage apps like Whatsapp, email, browsing and Youtube, havent tried gaming yet) . If clean android, good looks and good performance is what you need, go for it. Camera and screen are average (no pixellation despire HD+ resolution)READ MORE",1
After 1 day use nice phoneREAD MORE,1
You can completely trust on Nokia brand... It truly have it's own brand value. At this price you can get other better quality phones but it is best for our mother and father because we somehow have memories with Nokia mobiles. I got it for my mother and she's happy because she always been a big fan of Nokia .READ MORE,1
Nokia 5.4 is performance is vey poor and camera quality is very very dull as compare to 48mp rare and 16mp front camera & price is high as compare to productREAD MORE,0
Super mobileCemera is goodSpeaker is louder.Display resolution bariteOverall good feelingREAD MORE,1
Very good lookREAD MORE,1
Suddenly restart problemREAD MORE,0
"Nokia is known for it's software and performance, as it is only focus for professional use. Those who need best camera in budget, avoid it and go for good camera phones with free advertisements like Mi, Real Me etc.READ MORE",1
This phone is very badREAD MORE,1
"It is a decent phone. I am not a moderate user, just used for calls and messages and found that it is overall good. Battery is also good and can be used for whole day.As far as price is concerned it looks little higher. Same specifications are available in market at lowest price. If you are Nokia lover go with it without doubt. Android One OS added advantage. Build quality is fine.READ MORE",1
Lot of hanging problem even that time its power button not works that time one of the worst productREAD MORE,0
GoodREAD MORE,1
Nokia mobile phone is very costly & long lastingREAD MORE,1
Great mobile one is one companyREAD MORE,1
My best nokiaREAD MORE,1
"Android One experience, simple and smooth.READ MORE",1
AwasomeREAD MORE,1
While on video call mic does not pick up voice clearly. Flipkart sent the technician as well but he declared this as a manufacturer problem because of the placement of mic. On normal phone calls the volume is fine but while using any video call platform like google duo or watsapp the volume drops too a very low level.READ MORE,0
Everything is good... But canera could be better ...Hope it get rectified in future updates!READ MORE,1
Looks cool...READ MORE,1
"Value for money , 2 days battery, pure android experienceREAD MORE",1
Back button option was not there and it is difficult for adultsREAD MORE,0
Good within budget for normal uses.READ MORE,1
