Reviews,Verdict
NiceREAD MORE,1
NiceREAD MORE,1
Display very badREAD MORE,0
Nice productREAD MORE,1
Good parform by oppo K10 5 gREAD MORE,1
Very superREAD MORE,1
Very good mobile in this price tag.READ MORE,1
OkREAD MORE,1
Product is very goodREAD MORE,1
Very nice..READ MORE,1
Best performanceREAD MORE,1
"Phone view is just incredible,, totally velu for money.READ MORE",1
Godd productREAD MORE,1
"Volium Up and Down not Working, it is main problemREAD MORE",0
SuperREAD MORE,1
This Mobile is very good performanceAnd nice look .and value of moneyREAD MORE,1
Best mobileREAD MORE,1
Pros - 5GGood LooksCons - Bad CamarasBad displayWater drop and big BezelsUI full of BloatwaresWeak processorREAD MORE,0
Battery backup is far good. Camera is awesome. Display is not much expected. Overall a budget phone in 5g technology.READ MORE,1
Battery and camera quality is beadREAD MORE,0
Overall goodREAD MORE,1
SuperbREAD MORE,1
GoodREAD MORE,1
Product nice dilevery is amezing I am not believe this i am oder is Thursday and dilevery Friday 😳😳😳 any Thank for FlipkartThanks for dilevery boy Open the box and than after i am sharing OTP Thanku FlipkartREAD MORE,1
I love 💕READ MORE,1
Bad battery backupREAD MORE,0
Very goodREAD MORE,1
Very best phoneREAD MORE,1
Very goodREAD MORE,1
Good looking & nice performanceREAD MORE,1
GoodREAD MORE,1
Best for phoneREAD MORE,1
Verry nice cellphoneREAD MORE,1
GoodREAD MORE,1
Excellent product with very reasonable price.. thanks OppoREAD MORE,1
Superb nice excellent I love this productREAD MORE,1
Selfie camera ok okREAD MORE,1
WorstREAD MORE,0
Good productREAD MORE,1
Very NiceREAD MORE,1
Best cameraREAD MORE,1
1.Nomber phone 📱READ MORE,1
