Reviews,Verdict
Very Bad camaraREAD MORE,0
BedREAD MORE,0
Good quality mobile battery backup OK better looking like. Only display brightness is weak.READ MORE,0
Over all Performance is not goodREAD MORE,0
Good phoneREAD MORE,1
"Currently,I am। Using From last two months,And i can say clearlyYeahValue for money product it is , seriouslyBetter than mi, realme , redmiMust buy,Without any doubt, go for itREAD MORE",1
"Performance Form moto phones are always smooth.*Camera compare other Chinese phone i believe moto is far better*Processor with this range of budget - Nice*Display - Class of Motorola again never compromised with quality experience*Few Problem which is possible to ignore compass will not work in this phone And few sensor which is inbuilt.I feel 9000 worth 4Gb,68gb overall i liked the phone which is fixed with my pocket sizeREAD MORE",1
Best ProductREAD MORE,1
Value for moneyREAD MORE,1
NiceREAD MORE,1
6 times  technician attended but problem not solved .READ MORE,0
Good productREAD MORE,1
must buyREAD MORE,1
Nice qualityREAD MORE,1
"The phone ring doesn't show up in the screen, the screen goes blank everytime .READ MORE",0
AwesomeREAD MORE,1
Very good ☺️READ MORE,1
Very nice... battery fuction everything perfectREAD MORE,1
Totally bad performanceREAD MORE,0
"I'm giving 5/5 cz m fully satisfied on Flipkart's delivery.I wanted to gift it as surprise to my Fathers b'day & i requested them twice to raise a ticket to give me deliver on Sunday morning, & i Ordered Sat.12:15am.(24th July) expected date was 27th!!! But they delivered it 25th morning 11am only.Thanks a lot, it's really a best service to your Prime customer by 1day delivery..!! Thanks for keeping commitment, I'm happy..& My father also happy n surprised..!!❤THANK YOU FLIPKART..!!Mobile ...READ MORE",1
Display okPerformance not goodBattery fineREAD MORE,0
GreatREAD MORE,1
"Good Product, this is my 3rd Motorola MobileREAD MORE",1
"Good phone under budget, Best budget phone with many featuresREAD MORE",1
Outstanding phoneREAD MORE,1
Good phoneREAD MORE,1
Best in the market on this valueREAD MORE,1
GoodREAD MORE,1
Amazing phone...valie for momeyREAD MORE,1
Very goodREAD MORE,1
Colour is little bit different but overall product is GoodGoo for it..READ MORE,1
"Don't waste money reallyincoming and outgoing  call not show number, and speaker volume total poorREAD MORE",0
"I got,  what i paid!READ MORE",1
"I purchased this mobile on 7th May 2021 after a lot of thorough research depending upon my usage and I am really astonished to see the performance. Well, for me Camera is not much of an importance but the quality of image captured during dark hours are not so good but manageable. The 4 and 64 gb variant is very smooth. No bloat wares and I am loving it. One will get 49-50 gb internal memory initially. Battery takes 2hours to charge from 0-100 which I feel is decent because the backup is pret...READ MORE",1
. MiREAD MORE,0
Lovely PhoneREAD MORE,1
So nice 👍👍READ MORE,1
It's a good product.READ MORE,1
"Very nice mobile and I love it.  my mother purchased it and she is very happy with the product it gives you a long lasting battery ,very excellent camera and a  very good speaker for your mobile you will also get a nice back cover for it in the package.Thankyou Flipkart 😊😊READ MORE",1
Value of MoneyREAD MORE,1
"Don't go with mobile reviewers opinion. This mobile worth more than this price. Stock android experience, Great application of Google assistant key, superb battery back up, Superb built quality, Nice Audio quality as well as call quality. Good mobile at this price segment.READ MORE",1
Very nice moblie thanks motoREAD MORE,1
Good OneREAD MORE,1
Good behaviorREAD MORE,1
"Review after 3 days of use. Display, touch, look function are good. Battery backup is also very good. Charging time approx. 2.5 hours. Very happy in this price.READ MORE",1
Value of moneyREAD MORE,1
it's a very bad mobile heating the mobile if watching movie or YouTube 30 minute.READ MORE,0
I haven't used such a fu**ing cell phone before (sorry for using such language) android is very poor.. started hanging just after a month..u can't run video properly..very user unfriendly..touch is so insensitive..never go for this product..waste of money plus mental harassmentREAD MORE,0
Very bad productREAD MORE,0
If it would be fhd + display then more better.READ MORE,1
"Thks moto , nice phon in this rangeREAD MORE",1
GoodREAD MORE,1
"V good stock android experience, no bloatware and unnecessary apps like Xiaomi/oppo. Has good display and batteryREAD MORE",1
"Useless phone, hanging issueREAD MORE",0
Batter backup is awesome. More than expected. Performance also good in this low budget smarphone segment.READ MORE,1
Its Super its good for long tripREAD MORE,1
Product is osm but there is some issue of camera quality.READ MORE,1
Super 👌READ MORE,1
Super value for moneyREAD MORE,1
HangingREAD MORE,0
mobile is greatREAD MORE,1
GoodREAD MORE,1
Nice productREAD MORE,1
Bad performance 1month me display whiteREAD MORE,0
Very bad productREAD MORE,0
"Writing this review after 3 weeks of usage, best thing about this phone is it's battery performance, it last for whole day, even after connecting Bluetooth headphones it gives amazing battery performance.READ MORE",1
"Display is to bad, I bought it one month ago suddenly display blank, I complain about this in service center but not good response. I totally disappointed with motorola this phone.READ MORE",0
"Good product this very very reasonable price on this product.good battery is absolutely better. I'm using one day full ihave use mobile data,wife, hotspot,but just reduce charge only 40% in one day full,i like this product.thank you moto.READ MORE",1
Very good looking mobileREAD MORE,1
Worst producedREAD MORE,0
Best Budget Fully Loaded Smart PhoneREAD MORE,1
Very good mobile in this price range .. you never regret your decision to buy this mobile... good Mobile performance and camera also good ..must buy for under 10000 rs...READ MORE,1
nice product. & Delivery is very fast I like itREAD MORE,1
Very poor quality and camera is not working properlyREAD MORE,0
"Waste of money,pls pls don't purchase this phone, its been 11 days... M facing several problems in this phone randomly...  Nd according to flipkart rediculous policies i even can't return this phone. I thing they should remove their return and replacement option bcoz they can't do anything. Everytime technician visits and he says he can't do anything with software problems, he is only for hardware problems.And at last,today a flipkart customer executive said that ur problem can't be resolved...READ MORE",0
A decent PhoneREAD MORE,1
"Product is not good, In this phone is always hanging and issue with touch screen.Please dont go through the mobile.READ MORE",0
Great product.. moto rocks as always..READ MORE,1
Excellent phone in reasonable price .....Having all features .....READ MORE,1
Low brightness 🔅Low performanceREAD MORE,0
My favouriteREAD MORE,1
"The phone is very nice for this price.The battery is very nice stays for longer time.The camera is very niceThe performance is nice but i won't recommend this for high level games(but they still perform good)Overall a good phone, for this budget, if you are not a heavy user.READ MORE",1
"I'm writing this review after using the phone of  2 months, the phone is getting hang many times, even I can't receive  incoming call properly. Hate this phone.READ MORE",0
Best phone in this price range...READ MORE,1
Camera quality very poor. Otherwise okREAD MORE,0
Full on power 💪READ MORE,1
No good phone bad company this phone no good Cemra no good veriy hengREAD MORE,0
"For medium user best mobile.Lag free UI, No bloatware apps, excellent call quality and wifi coverage.Front camera is better than rear side camera.Both camera have manual mode and full hd video recording also.Online content Widewine L1 support and 1080p YouTube video.Battery backup excellent but battery charger on 10w so charging slow and long upto 2.5hr.Flipkart service always excellent and fast.READ MORE",1
"Awesome battery , fast in daily lifeREAD MORE",1
Speaker quality very poor camera not good overall value for money good. i don't likeREAD MORE,0
All the bestREAD MORE,1
Excellent mobile at reasonable price with branded mobile with all features.Buy with confidence and enjoy the features of Motorola mobile..READ MORE,1
very very slow phone dont buy any customer for this sellerREAD MORE,0
Nice product and simple handle using for mobile perfomance is very good and I will expect the battery life was good. One time I have put on the charge it seems like longer than for so much time.READ MORE,1
Nice phoneREAD MORE,1
Very good phone best price nice looking phone thank you ☺️ flipkartREAD MORE,1
Not up to the markREAD MORE,0
"Ph is very good but charging time very long,charger not goodREAD MORE",1
Very nice mobileREAD MORE,1
V nycREAD MORE,1
"Mobile performance is very good in this price rangeCamera - camera is good in this price,, enough camera for shoot document and other pic not good for style photo shotGaming - gaming is also good in this price lite gaming but after 30min constant play heavy games then phone will starting to heat upPerformance - this phone is use for lite work like whatsapp, Facebook, upi payment app, Display - very good display use, and good brightness, display visibility is good in heavy sunBattery...READ MORE",1
worst product...stop working within 1 week...READ MORE,0
NiceREAD MORE,1
camera is very badREAD MORE,0
Worth to buy at this price..Excellent experience.READ MORE,1
"Application not working properly, display touch not working and after thatSpecifically Flipkart customer service is worst.READ MORE",0
Too heavy not carry easily frort camera worst picture qualityREAD MORE,0
Very goodREAD MORE,1
Nice one on low BudgetREAD MORE,1
"I am facing the issue of calling, at the time of call received Not clear voice some of noise and speaker bad product. I am feeling extremely Avg. product after purchasing this. Flipkart replacement only 7 days only, but after only I facing issue and product defect feeling bad : )READ MORE",0
Excellent product and worth of moneyREAD MORE,1
SuperREAD MORE,1
Budget phoneREAD MORE,1
Worst performanceREAD MORE,0
Good productREAD MORE,1
Waste of money.. total week in network capturingREAD MORE,0
Very worst Mobile for ever... Display sensor is not working ...READ MORE,0
Very low quality cameraREAD MORE,0
GoodREAD MORE,1
Nice mobile lookREAD MORE,1
Nice phoneREAD MORE,1
Amezing product 👍READ MORE,1
GoodREAD MORE,1
Very nice mobile with good configuration. At a very nice price.Overall good performance.Motorola good option to replace Chinese mobile company.I purchased 2 mobiles.READ MORE,1
"Phone is gud, it's in very affordable price..READ MORE",1
"Camera quality is very poor(front & back), Batery backup is avarage.READ MORE",0
Camera clarity is excellent. Battery Backup also good.Nice mobile in the below 10 K.READ MORE,1
Recieved defective charger with phoneREAD MORE,0
Receive call and out going call is not showingREAD MORE,0
It's very good product under this price. 👌...READ MORE,1
GoodREAD MORE,1
nice profuctREAD MORE,1
Good at this price range..READ MORE,1
"If you want to buy a Big Screen go for it .Otherwise Waste of Money.Battery is ok .But There is no Features what purpose ,the Battery is use .it's only for Calling.Then why should buy a Smart phone.Just go for ordinary keypad Mobile.Display : when see the YouTube videos ,There is no Clearity.Once you see it ,You hated see the videos in You tube.Waste of Money...Don't buy it.In case you buy ,After you Realised !READ MORE",0
Very bad product don't buy this.READ MORE,0
Got phone and after 6 days it's started restarting when I am on call and also I am using whatsApp... And other apps.... Totally disappointed 😞 .... Please don't purchase this kind of fraud company phoneREAD MORE,0
GoodREAD MORE,1
I love this phone my favourite brands MotoREAD MORE,1
Nice pic for camera 📷📷📷📷 okREAD MORE,1
Value for moneyREAD MORE,1
Nice phoneREAD MORE,1
Battery Heating while charging mobilREAD MORE,0
Always prefer motorola over all other...READ MORE,1
BUDGET FRIENDLYREAD MORE,1
GoodREAD MORE,1
In this segment lovely phone must buyREAD MORE,1
Really goodREAD MORE,1
Good productREAD MORE,1
NiceREAD MORE,1
Display is very bed & camera is very poor result... don't bilive this productREAD MORE,0
Very bad quality never go for it. Very bad experience with flipkartREAD MORE,0
Camera quality is average...most of the time mobile will hang when I open front camera....can't able to screen cast... overall performance is average..READ MORE,0
Nice mobile I'm really excitedREAD MORE,1
"I bought seeing the 4+ rating in Flipkart but just after one month, phone automatically restarts 3-5 times a day. Poor quality product not expected from Moto. Buying will be extremely riskyREAD MORE",0
Very bad.....READ MORE,0
"Have been using for last 4-5 months. Best in this price bracket. The USP of the phone is it's battery performance. I use this as a secondary phone, that way it lasts for almost 4-5 days after a full charge. Overall I'm happy with it.READ MORE",1
Over heat produced .. not able to hold hand ... very worst performance ...READ MORE,0
Don't buy from flipkart. service is not goodREAD MORE,0
Bad productREAD MORE,0
Very happy from this device volume is just super sound and battery backup is awesome 2.5 day on a single charge.READ MORE,1
Awesome mobile. Camera is amazing when day-time like Dslr and front camera good but not great. Decent battery and Display looks ultra HD Thanks Flipkart for provided an amazing phoneREAD MORE,1
No goodREAD MORE,0
Difficult FunctionREAD MORE,0
Very usless mobileREAD MORE,0
"wrost waste phone, even hanging from the 2 nd monthREAD MORE",0
SO POOR EXCEPRIENCE IN THIS PRODUCT PURCHASE SPECIALLY  FROM FLIPKARTREAD MORE,0
"The mobile has problems in its speaker which was escalated to the Flipkart team well on time, but the worst part is the Flipkart guys and officials are no way cooperative in this case.  Pathetic.READ MORE",0
NiceREAD MORE,1
Khub valo..i love dhis producktREAD MORE,1
"Good one, Moto is MotoREAD MORE",1
AwesomeREAD MORE,1
Worst experience ever. It's too laggy. Overheating. Hanging. Many more problem I facedREAD MORE,0
Not goodREAD MORE,0
Best buget phone for gaming I play pubg mobile with full high graphics really owsom 😍READ MORE,1
Very goodREAD MORE,1
Cannot see incoming call. My office is not working.READ MORE,0
Too slow And very laggy . Regretting the buy. Never expected this from MotorolaREAD MORE,0
Nice phone for the given budget. Optimum spec for a moderate userREAD MORE,1
GoogREAD MORE,1
Phone works better than redmi 10 prime performance is just terrific good for gaming the best phone in the price range writing this review after 6 months of usageREAD MORE,1
Very goodREAD MORE,1
Not displaying caller or SMS....READ MORE,0
Very good niceREAD MORE,1
"Best value for money phone.and number one phone for student use, for study use।READ MORE",1
Good service exlent wortREAD MORE,1
Camera and display qulity not bestREAD MORE,0
Very good phone moto EK PowerREAD MORE,1
Best mobile in this sigmentREAD MORE,1
Battery display problemREAD MORE,0
GoodREAD MORE,1
GoodREAD MORE,1
great budget phoneREAD MORE,1
Nice lookingREAD MORE,1
Mobile is superb...but I was faced problems during operating ..and there wasn't showing of display while call (incoming /outgoing) ..so I was applied for replacement. But the seller rejected..so I disappointedREAD MORE,0
Very very worst product .. please another guys cannot buy this productREAD MORE,0
NiceREAD MORE,1
NiceREAD MORE,1
Good mobileREAD MORE,1
"As a brand Lowest Performance Phone Launched by Motorola, Camera Quality are worst front as well as back. Screen too dull. Dont Buy this phone.READ MORE",0
Love itREAD MORE,1
Thank You Flipkart..........Thanks Right time and genuine product delivered...........READ MORE,1
Worst product...It doesn't accept return...READ MORE,0
Superb mobile phone very good clarity cameraREAD MORE,1
Powerful battery backupGood colorBeautiful camera pixelsRam speedREAD MORE,1
over heating problem and camera poorREAD MORE,0
Good phoneREAD MORE,1
Nice phoneREAD MORE,1
Budget phone don't expect brand motorolaREAD MORE,0
Very good it's been a year and my display works so good after many breaksREAD MORE,1
Got it for 8.3k best in the range of less thank 10k. Camera is very good. Battery last for 2 days.READ MORE,1
"This is budget free mobile with good hardware ,smooth and excellent mobile under 10kIf anyone struggling financially and want to buy a good mobile go for itREAD MORE",1
Battery of phone is swallowed in just about a year. I have used previously 2 phones of Moto but this is the first time I am facing this kind of issue. I rarely overcharge my phone so that should not be the reason.READ MORE,0
It is product is not goodREAD MORE,0
Worst mobile and worst service from FlipkartREAD MORE,0
Superb phoneREAD MORE,1
Good purchaseREAD MORE,1
Very niceREAD MORE,1
value for money productREAD MORE,1
Good productREAD MORE,1
GoodREAD MORE,1
Good like itREAD MORE,1
Device restart automatically and screen get blackoutREAD MORE,0
After 2months motion sensor problemREAD MORE,0
Worth for moneyREAD MORE,1
"Awesome product from Moto as expected, well product packing, its Delivery and wishmaster who delivered iz wonderful.READ MORE",1
Super phone and Quality Very niceREAD MORE,1
Very Good Product!READ MORE,1
As expected from moto.READ MORE,1
working perfectly even after a monthREAD MORE,1
Very nice mobileREAD MORE,1
Worst mobile and flipkart simply made us to wait now its reply by support team return policy ended.Worst flipkart service.READ MORE,0
This phone is awesome. Thank you Flipkart for the quality product.READ MORE,1
It hangs so much. Camera quality is bad.  Many important features are missing. Not worth its money.READ MORE,0
Executive nature is good but Flipkart policy is very very very poor at starting my phone value will be 4800 but a minor scratch and he cut my 1250 rupees I am very disappointing Flipkart think about it..You are cheating with your customer I am very sad for your behaviour and your policy so please change itREAD MORE,0
Overall great choice at this price...READ MORE,1
Valuable  money goodREAD MORE,1
Very good mobile 🤳READ MORE,1
AwesomeREAD MORE,1
All is well. In this price range.READ MORE,1
GoodREAD MORE,1
Very nice 👍👍👍👍👍👍I have been using it from last 5 months you there is no problem also its camera is very niceREAD MORE,1
UsefulREAD MORE,1
SuperREAD MORE,1
"worst battery backup, its automatic discharge the backup don't buy this product, very bad performance after 15 days battery issue, Flipkart tells us how to claim the warranty.READ MORE",0
Good mobiles 👌👌👌READ MORE,1
Budget wise phone is good for normal usage.. U can use as a backup phone and I personally purchased this phone as a backup phone! 😊READ MORE,1
Just awesomeREAD MORE,1
Bought Phone All Over Good Home Use GoodREAD MORE,1
Good Phone. Fast response. It has white notification light also.the screen is also large size. And totally happy with the performance. The sound is also big.READ MORE,1
BestREAD MORE,1
Good product thanks FlipkartREAD MORE,1
"Poor quality network not connecting, don't buyREAD MORE",0
excellent productsREAD MORE,1
Plz don't buy this mobileREAD MORE,0
I love this phone 🔥🔥🔥 Simply superREAD MORE,1
Value for money.READ MORE,1
I am very happy buy this phone and best modelREAD MORE,1
Fabulous..READ MORE,1
Delivery man is very poorREAD MORE,0
"Motorola mobile always rocks, thanks flipkart 🥰READ MORE",1
Good product affordable priceREAD MORE,1
Nice phone all benefits of stock AndroidREAD MORE,1
Looking goodREAD MORE,1
Best Phone First Time Use Motorola MobileBattery Backup  performance GoodThanx FlipkartREAD MORE,1
Very nice good lookREAD MORE,1
A one cameraREAD MORE,1
Flipkart exchange values is very worst..They are cheating the customer..READ MORE,0
Waste productREAD MORE,0
Super ❤️READ MORE,1
ThankREAD MORE,1
Worst qualityREAD MORE,0
GoodREAD MORE,1
"In tight budget it is a power house .... decent performance, no pre-installed apps, clean UI and camera is good, battery life is way too good...Go for itREAD MORE",1
NysREAD MORE,1
"I purchased this item 2 months back. Last week I saw straight lines started appearing on the display screen and the touch started becoming unusable. I immediately connected to Flipkart and they asked me to connect to Motorola support, they provided an email address and a phone number for Motorola customer care. I sent email to the prescribed address with a photo of my phone screen and got an acknowledgement email from Motorola. The acknowledgement email I got 5 days back, and after that no re...READ MORE",0
