Reviews,Verdict
Not satisfied with Battery drainage issue and cellular signal strengthREAD MORE,0
Highly recommendedREAD MORE,1
very badREAD MORE,0
Nice product .READ MORE,1
Very Happy with the product highly recommend everyone to go for this product. WORTH BUYING...♥️READ MORE,1
Awesome phone . Got 128 gb in 46kREAD MORE,1
Good camera nice productREAD MORE,1
Good & brand is brandREAD MORE,1
Configuration n price wise its go for it item.. But camera quality n battery life bit disappointed. Anyhow overall satisfactory resultsREAD MORE,1
"Value for money! Superb performance & camera clarity I have used i5,i6,i7 and now I have switched to XR and I shud say best ever purchase among all the ones despite all of them were good ! Red is super cool colourREAD MORE",1
I think this one is the best phone from Apple. Awesome display with a much improved battery performance compared to other variants. Extremely happy with the phone as well as the delivery. Kudos to the seller and Flipkart!!READ MORE,1
Not included adapter and earpods for black colourFor red silver colours with same price they included power adapter and earpods why this difference for same products with different coloursREAD MORE,0
"Well, its been 7 long years that I stopped using an Iphone and moved to Android. But boy oh boy I must say I missed my Iphone every single day and then I finally bought the XR Black after a long wait. All I can say is the wait was absolutely worth it and im enjoying my phone every single time I use it and it gives me great joy just looking at it. Once an iphone always an iphone!!!!READ MORE",1
This is an amazing phone. Camera and performance is  awesome.READ MORE,1
"The best mid-range iPhone. The overall performance is excellent. The screen size is perfect, neither too small nor too large. Gesture control is amazing. Face ID is extremely fast. Battery life is sufficient for full day use. Highly recommended for people who are upgrading from iPhone 8 or lower.READ MORE",1
Love the red colourREAD MORE,1
I have been using this phone for one and half months now and the number of glitches is only increasing by day.READ MORE,0
"Got it for 36K in Big Billion Days , Best IPhone with powerful batteryREAD MORE",1
I used a Android phone before. This is my first iPhone . This is the best phone I used.READ MORE,1
Excellent performance good quality picture good sizeREAD MORE,1
"Frankly this is my 1st review, and Generally In every 6months to 1yr I will change my phone..Almost I used all brands(including Apple phone before to This XR) I never feel the smoothness performance and battery life in any other mobile like this in the iPhone XR..This is the performance beast..I don’t use camera much so I’m neutral about it.But camera Quality is Super.. I Really Love this phone.. I’m sure I’m not gonna change this mobile for min 2yrs. I’m enjoying allot. Thanks to the Flip...READ MORE",1
Superb 😍READ MORE,1
Very nice phone nice camera nice display super duper mobileREAD MORE,1
I took mobile before 5 months and it already brokeREAD MORE,0
"Amazing piece of technology . Amazing camera and good battery life , display is ok and no problems with it ..colour saturation is missing yet beautiful display.READ MORE",1
"Apple I Phone XR Really Nice One, worth for the money, loved it. Thanks to Flipkart for fast delivery!READ MORE",1
Was charged more than MRP mentioned on phone. Multiple complaint also does not resolve the issue. Flipkart hasn't refunded additional amount charged yet even after multiple follow ups.READ MORE,0
"It is really cool . This iPhone XR is really good and cheap also . Are you looking for a good phone ,good battery life , good performance, good camera, videography then look or go through it .❤️❤️READ MORE",1
Flipkart delivered defect phone Airtel sim is not deducting Network provides says it is hardware problem of Phone its warranty also not updated to Apple by a FlipkartREAD MORE,0
"This is my 3rd iPhone. I am really happy that I chose iPhone XR over iPhone 11/12. Let me tell you, I got to see all the pros in this Phone and I don’t think you’ll see any cons. The best cameraThe best batteryThe best performance The best affordable iPhone modelThe best lookDamn🔥So grab it guys!Flipkart...I must say...you guys are the best. One of the most genuine online shopping site! I love your quick and proper delivery. Thank you for your quality products.READ MORE",1
It is apple... And uhh know about appleREAD MORE,1
Really the most amazing iPhone. Camera quality and battery backup is too goodREAD MORE,1
"This phone is truely a beast ! From camera to display & performance ! If you’re doubting about the display then I’ll say it’s fine !! It’s just fine unless you put a VR Headset on it ! The brightness , colour accuracy , touch response  everything is top notch ! Don’t go by on paper specs ! This display has 322 ppi pixel density… if you don’t know then Samsung’s latest phone Samsung Galaxy Z Fold 3 has a 366ppi pixel density ! Now decide yourself ! And if you’re thinking about updates then you...READ MORE",1
Nice product. Camera and performance are very goodREAD MORE,1
"My first iPhone😍just superb😍m very happy😍iPhone is iPhone🔥camera quality jst🔥all features are superb,iPhone XR is best budget iPhoneREAD MORE",1
"Upgraded from Iphone 6, and I believe this is a really good deal at this price. Battery is excellent, display is great and the camera is just too good. Gives true natural colours. It would have been good to get the fast charger along with it though. It's also a bit thick.READ MORE",1
Brilliant Device. Charging is coming for 1 and half day. Price is a bit high. Camera is not quite up to the mark.  Performance wise it’s a beast. No heating issues.Packing is poor.READ MORE,1
Loud speaker when in call is not working properly..Sound on call is also very very lowREAD MORE,0
"Awesome ❤️. Just go for it. I am very happy with my decision for buying XR instead of iPhone 8 Plus, X, XS and XS Max. Here are the comparisons among these models which made it easy for me to decide to buy this iPhoneScreen:1. This iPhone has HD screen but others have full HD. Still it doesn’t disappoint me while watching full HD video.2. Perfect screen size, Not too big(8 Plus, XS Max) and Not very small(iPhone X or iPhone XS). Design:1. All these models (except 8 plus) have new iPhon...READ MORE",1
Video volume is not workingREAD MORE,0
I am writing this review after 1 week of use.. This is best phone you can go for.. moving from android to ios i was in a big doubt that will it be the good decision to buying the apple iphone but after purchase i love it. Battery performance is super more than any mi or samsung etc.READ MORE,1
Good packaging product is goodREAD MORE,1
Excellent very nice phone. Super natural camera quality. But dual sim slot should be in india i phone bcoz esim not supported by telecom companies.READ MORE,1
"Am device test engineer am strongly telling you all not to buy iPhone XR.. if u are living in rich areas u will get network signal 70 RSRP, so u will never face issue but. If u are living in moderate area sure RSRP 80above so the MIC starts giving issueLike other end people who is talking with you can observe that your voice slowly get decreased and after 60sec only voice will come again Especially this happens when you turn on Volte I have given in apple for 3time , 3times device has rep...READ MORE",0
super camera outstanding processor but battery life is not better nice phone like itREAD MORE,1
Best product. Worth the money. Great performance and display is very good. Best software experience with regular updates and support.READ MORE,1
Amazing phone. I was a little scared before ordering as I had seen a lot of reviews that said screen is lcd and not oled. But frankly can’t notice the difference. Battery life is amazing. Even after full day usage still half battery remaining. Perfect screen size. Go for it.READ MORE,1
This is just wow... Loved it.. best phone ever..READ MORE,1
This product is really great at this price.(31k)Just go for it.READ MORE,1
great Camera phone in the price segment.processing is fast as you expect. love this phone. price is perfect. buy niwREAD MORE,1
"iPhone XR is a great mobile with liquid smooth performance from A12 Bionic chip. Battery backup is really good in this mobile compared to other iPhones. I am really doubtful about the display after reading many reviews but trust me this display is one of the best LCD displays I have even seen. But to full charge the mobile it takes minimum of 2 and half hours with in box charger and the build is solid and it looks premium. Just go for it guys, You will love it, it’s worth every penny u spent ...READ MORE",1
I got a defect DeviceThe charging was only 15% when I received the boxI got slight shock from the edges and body of phoneIf it continue I will returnREAD MORE,0
"I am writing this review after almost 9 month, reason being, i didnt want to rush it by giving half baked reviews. This phone is undoubtedly the best phone among all the phones i have ever used, this phone is all about the useful things at their best and no gimmicks or unnecessary things.Design and look depends on individual, so leaving this on you.Jumping to pros and consPros :1.best feature i like about this is the battery drains only when you use it, and thus it lasts longer and spend...READ MORE",1
"I have been using iPhones since iPhone 4 and I bought this one for my daughter as a gift. Great OS, awesome camera, good battery and amazing built. I was doubtful about the HD LCD Screen but surprisingly the quality is very good and there is no visible pixelation.READ MORE",1
"1) This is my first iPhone. The phone comes installed with iOS 13.7 and an update of iOS 14 ready to be downloaded. I struggled to download the update, as it requires a high speed wifi and won't download on mobile data. As the download size is 3.4 GB, the download sometimes stops for no reason and it happens to many iPhones world wide.2) Display is satisfactory. I have been using only android phones till now, and the last phone had a Full-HD screen. However, there isn't any noticeable differ...READ MORE",1
"This is my 1st I phone, after switching from android phone to iphone I am feeling like ” yeah I made a good choice”. Updated the phone to latest iOS 14.4 now I am really feeling not to switch to android i am not a gamer so my purpose is to call, browse and  normal usage, overall i am getting a full day battery, iOS buttery smooth ui interface i would say it is pleasure to watch the animation when you open the phone or app no hanging issue faced till now major concern is moving music files to ...READ MORE",1
"I bought this for my wife and this is the first time we are using iPhone and I must say it is amazing. I wife is fell in love with her new phone. There are so many things to explore in this phone. She has already spent a week and still hasn't explored all the features yet. According to her iPhone is much better than Android phone, be it a one plus also. Camera, Performance everything is just superb.READ MORE",1
PRODUCT COMPLAINTIT'S NOT WORKING PROPERLYREAD MORE,0
Take the iPhone XR in place of iPhone 11 bcz at the end of the day u will save money from XR as both are not 5G phonesREAD MORE,1
"Excellent one, only problem is hard to find suitable mobile cases😁READ MORE",1
I faced Touch problem (in 5th months).......and I claimed warranty and they replaced touch display combo......but I m not satisfied in thatREAD MORE,0
"What I yearned for all these years, I could buy...thanks to Flipkart Sale. As for XR, who am I to comment when all the tech gurus have recommended it even for the year 2021!READ MORE",1
After discount at 54000 this mobile is best due to top class built and best ever OS. Very good camera .READ MORE,1
NO QUALITY PHONEREAD MORE,0
I doubt it is not original IPhone. It is getting struck and signal will not be there all time.I need to call any one two times as I can’t hear any sound while dialing a call every time. Please don’t trust this source. Waste of moneyREAD MORE,0
"Apple XR is worth buying even in 2021. Perfect combination of art and technology. Storage and RAM is better than so called 8GB/256 GB phones. Camera is better than 48/64MP...Its quality which matters, not claimed specs.5 star for phone and quick deliveryREAD MORE",1
"A good seamless experience for most part, my dominant use is calls and basic usage of net so battery life was a priority, which is good and the phone can last 2 days on a single charge for basic usage. Overall a good package in terms of smoothness of OS, features and performance and not to forget a pretty convenient size for old school folks like me who want their phones to be handled by palms and not arms…..READ MORE",1
I love iPhone it’s best mobile for valuable money..always prefer apple family for mobiles.READ MORE,1
"Really I decided to purchased XR with the opinion of the peoples review but really i say the seller is very smart to sell best XR I’m really very happy to have an this iphone thankyou Flipkart to drop a best price segment and best phone, a person needs that he get all best service in his budget and company never fraud them  love this iphoneREAD MORE",1
Leave aside the spec sheet for a while and use for a day you'll understand why an iPhone is an iPhoneexcellent delivery service by FlipkartREAD MORE,1
I bought this phone in the month of October and today suddenly it got switch off and not able to start it. Its not even a year and the issue has arise. Are you guys selling faulty phone?READ MORE,0
Good product overall camera is the bestREAD MORE,1
Its been only 3 months and my power adapter stopped working. Really DisappointingREAD MORE,0
Good ProductREAD MORE,1
"Phone has awesome battery life, ios experience good potrait camera and complete iPhone experience. Glass designs looking beautiful.READ MORE",1
they said it was water resistent but its stop working on day 1READ MORE,0
"My second iphone after 6S. It's really a beast. After two years from date of launching still it's ahead of most of the android phones. If anyone is confusd between OnePlus and iphone than go for iphone. I have used 6S for four years, did not found any lag even with very heavy usage and after that I sold it at a decent price. Resale value is always great in iPhone. With great price we get a very decent product.READ MORE",1
💫 Amazing 💫READ MORE,1
"Coming from a Pixel 3a, was planning to buy SE but they blew up with the Battery.Now coming to XRPROS - Great Single lens CameraPowerful SpeakersGenerous Battery Life(even the phone is bit old)A12 Bionic chip still kicks some solid competition effortlesslyiOS interface will not make you think of number of rams or screen refresh rate at all so smoothGreat HapticsPremium Build - Pretty much expected from Apple CONS - Keyboard is a little messy sometimes will take some time to get u...READ MORE",1
This is pathetic attutude of flipkart. Iphone is defective piece. Slim slot is not working and now i am not able to return in 3 days. Flipkart you should accept my return asap. You cannot ruin others hard earn money.READ MORE,0
The device is heating upPhone got hot after using for 15 - 20 minsREAD MORE,0
super awesome at first i was a bit tensed that is this a genuine one as i have never shopped for such heavy price from flipkart but i was nore than happy n satisfied but i guess the delivery took a little longer timeREAD MORE,1
good Packaging / Thanks Flipkart.READ MORE,1
The only laps with iphone is there is no dual sim concept but  there could be dual app concept.READ MORE,1
Awesome Phone! Thanks for great offers and on time delivery.READ MORE,1
Brought red colour awesome with clear sound quality 😊READ MORE,1
"My Fav Mobile I bought this to gift my wife on our anniversary, it was a big surprise to her n she loved the mobile , she was using iPhone 7 for the last 3 years since that mobile was not working she was so disappointed, but this surprise n her happiness is priceless I bought it on Diwali sale so got the mobile with good discount, blindly you can go for iphone if you’re purely an iPhone user or apple loverREAD MORE",1
"This is my first iPhone purchased in last Republic Day  sale.As i am writing this review after a month used almost.Camera- Super clarity and get nice images.Front camera is OK.Battery-Lasting for a day for a medium users and bad thing that they provided 5W charger as it takes more than 2hrs.Performance: IOS is Awesome and no lag while playing Heavy games such as ASPHALT and it’s like fluid experience.Display:Even this is LCD screen,colour accuracy is perfect Sound:Audio sound output is ...READ MORE",1
Thank you a good product for i phonr xrREAD MORE,1
"there is  a confusion choose between android and ios ,Now listen me carefully ios gives you smoothest screen feel and performance is outstanding but it fall down in battery quick ,also takes lot of time to charge unless android have now fast chargers that really does the work fast .i would suggest go for one plus mobile they are now coming in more afforadable prices and phones gives premium feel like iphone.READ MORE",1
From last one year back camera isn’t workingREAD MORE,0
"Very good phone if you are in apple ecosystem . Because if you consider price to specs , yes there are better performing android phones out there in that price . But if you are picking iphone xr because you use the apple ecosystem and you dont have budget for xs max ,then you are not gonna go wrong with it . The camera is awesome along with the battery life. You are getting the same processor as xs  i.e  A12 bionic .Gamers would not find any reason to regret.Sound output through the speakers ...READ MORE",1
"Bad return. My phone was completely in good condition. Instead of 4900 promised, got only 2450. After lot of time I used flip kart instead of Amazon. Felt like cheated. Really badREAD MORE",0
The product was not upto the mark and I doubt uf it was original. Trying to connect apple care to get it fixed / replaced. My first iphone and pathetic experience with XRREAD MORE,0
Awesome phoneREAD MORE,1
just awesomeREAD MORE,1
"The best mid-range iPhone. The overall performance is excellent. The screen size is perfect, neither too small nor too large. Gesture control is amazing. Face ID is extremely fast. Battery life is sufficient for full day use. Highly recommended for people who are upgrading from iPhone 8 or lower.READ MORE",1
Nice phoneREAD MORE,1
Recently bought this phone and this phone is getting hanged and while using any app it is getting stoppedREAD MORE,0
Awesome phone good performance plus good cameras totally satisfied I have used this phone from last seven days and I observed battery back up is also goodREAD MORE,1
GoodREAD MORE,1
I want to exchange this phone. Not liking at allREAD MORE,0
Phone gets heated very soon. And Battery performance degraded drasticallyREAD MORE,0
"Awesome performance, ultimate battery backup super looks in diff. Colors. New look iphone... only thind is u need to shed another 4500 bucks for fast charger..READ MORE",1
It’s my first iPhone and trust me android has nothing like this hardware and software best of bestREAD MORE,1
Value for money 💯READ MORE,1
Love the I Phone 📱 value of moneyREAD MORE,1
Powerful phone no doubtREAD MORE,1
Excellent phone with high speed processor has very decent features and battery life is best among the iPhone models and also suitable for gaming with good graphic. Overall can buy without second thought.READ MORE,1
After many purchase of android phone finely I decide to by a iPhone I done it and I love itREAD MORE,1
Dont buy expensive products from flipkart.. The phone lags a lot and the touch also doesn't work correctly some times.One star given for delivery which was done lightening fast.READ MORE,0
"Battery management of IPhone XR is pretty good having 6hr screen time. I guess 3GB Ram is sufficient for this phone as I don’t see any lagging. But again it depends how you use the phone.Camera is quite impressive. And if you have doubt against look wise and then ya that BIG NOTCH will make you irritate. It supports wireless charging too. It’s heavy comparable to Redmi or one plus , Due to build design.READ MORE",1
got this product within time but the product is not working properly. Touch screen is not working smoothly. Phone is hanging. Screen start working itself without my touch. Tried to replace but flipkart didn't allowed and asking to go to service center. Bad product from flipkartREAD MORE,0
Very good deal ..Got in 45999READ MORE,1
"This is my first apple product and it’s truly worth the price. Sooner than expected delivery by flipkart, the phone was received in brand new condition and I checked the warranty and authenticity on apple’s site and it’s genuine. iOS is so smooth and amazing, Face ID works like a charm and given the updates till 2023 this phone is the best in 2020. This won’t disappoint you at all. I had heard a lot of criticism about the display but it’s just amazing, a normal consumer won’t bother about lcd...READ MORE",1
Product is awesome and I'm first tym user of iPhone bcoz I'm using android phone last 9 years now I'm shift to IOS and it's OS is some simple and awesomeAccording to price 1:-camera 4/52:-display 5/53:-design 5/54:-battery 4.7/5READ MORE,1
This is my First iPhone it’s really awesome superb camera and battery lifeREAD MORE,1
"display is too warm even after toning turned off, camera performance is below poor, features are very basicREAD MORE",0
Osm Mobile 👌🏻👌🏻👌🏻😍😍READ MORE,1
Best iphone in this budget Gives a feel of premium phoneCamera is excellent Battery once charged gives a full day usage to normal userIt is worth buyingREAD MORE,1
Best iphone in this price 👌 I love it 😍💯READ MORE,1
Died after 2 months of purchaseREAD MORE,0
Awesome mobile for pubg playerREAD MORE,1
Excellent dealREAD MORE,1
"Flipkart sent a defective piece, total wastage of money pls dont buy this productREAD MORE",0
"Awesome smart phone.... Loved it.Big display, awesome battery backup, Monster sounds, great colour, Apple durability what more u want.READ MORE",1
"Close your eyes and go for it. The best one for this price point. Everyone was speculating about the screen let me tell you won’t notice a thing the screen is gorgeous and bright. This thing is a beast in terms of processing power and battery, you can easily end a day with single charge and still get a 40% at the end of the day. In my opinion this phone will last you for atleast 4 years considering the power it house. Go for it.READ MORE",1
SuperREAD MORE,1
