Reviews,Verdict
Screen is not working properly.It need 3 to 4 click for single aap to open.I purchased it only 2 days ago.Need to return it tomorrow.READ MORE,0
AwesomeREAD MORE,1
Some function not goodREAD MORE,0
Like it nice phoneREAD MORE,1
Touch not working properly used two three times to back button very badREAD MORE,0
Nice mobileREAD MORE,0
Good mobile phoneREAD MORE,1
Value for moneyBattery backup is goodVery smothCamera is goodI am satisfiedREAD MORE,1
"Don't buy,this is the worst performance phone.touch performance is very slow and cam also blurry . No refund policy...READ MORE",0
Camera quality is not good. Company says 50 MP camera but performing cera like 16MP and Pixels are not good.I feel very bad after purchase this mobile.READ MORE,0
Love vivoREAD MORE,1
NiceREAD MORE,1
Not a fast charging phone Charge in very slowREAD MORE,0
My new phone Touch problem Hang problem Heat problem Waste of moneyREAD MORE,0
Best' mobileREAD MORE,1
Very poor from Vivo...READ MORE,0
AwesomeREAD MORE,1
SuperbREAD MORE,1
product display not up to mark vivoREAD MORE,0
"No zoom in camera with volume buttons, and most problem is Google dialer, it do not give any permission to third party app like auto call recorder and Truecaller..Third party app recording setting auto changes due to Google dialer. This phon does not have auto call recorder like old version phon.. recorder feature notify other party for call recorder so no importance of this..Shame on Google dialerREAD MORE",0
OsmREAD MORE,1
Excellent phone good cameraREAD MORE,1
Very fine owo🙈🙈🙈🙈READ MORE,1
Very good quality & colour amazing😍😍READ MORE,1
Awesome Product 😍☺️READ MORE,1
Very nice 👍READ MORE,1
ThanksREAD MORE,1
Best PhoneREAD MORE,1
Worst mobile in my lifeNot a original vivo v9READ MORE,0
Overall good mobileREAD MORE,1
GoodREAD MORE,1
Performance is very slow 😡😡READ MORE,0
GreatREAD MORE,1
"Vivo T1 5g very good phone,Camera 📷 is too good,Design is amazing, everything is too good !READ MORE",1
this phone was very good for any oneREAD MORE,1
World number 1 Vivo mobile phonesREAD MORE,1
SuperREAD MORE,1
Display battery vary badREAD MORE,0
NiceREAD MORE,1
After 10 days .... Good camera... very good quick charging phone ... Thaks flipcard ...READ MORE,1
AverageREAD MORE,0
Thanx flipkartREAD MORE,1
"Nice phone no problem @all good performance for gaming, camera etc ⁢ also have good battery backupWe can play continously almost 8 hours pubg, without lag&heat issueREAD MORE",1
Good PhoneREAD MORE,1
Good performance this phoneREAD MORE,1
Touch is not working properlyBattery is heated while chargingEvery minute battery get suckedCensor is not working properlyREAD MORE,0
It's a very nice mobileGo for itREAD MORE,1
Supar qualityREAD MORE,1
Poor qualityREAD MORE,0
The touchsceen of this phone is pathetic.READ MORE,0
"The worst experience with flipkart, and phone also not that much goodREAD MORE",0
GOOD MOBILE IF ANY ONE TO BUY THIS VIVO T1 5G I WANT TO SELLREAD MORE,1
Very very nice mobileREAD MORE,1
Value For MoneyCamera is goodREAD MORE,1
Awesome mobileREAD MORE,1
"Purchased this Mobile on July 4th, within 1 month the touch is not working properly when I try to swipe up it's not working fine even Vivo customer people are not even responding to the calls,  even the Audio Jack is not working properly...Too much disappointed 😞😞 with this mobileREAD MORE",0
Reviewing free using 2 days..... Honest review...1. Camera:- I will say average camera.... Not too much sharp...2. Touch:- Touch is little bit good.... Not too much.... One thing which I am facing again and again is that when you want scroll down for notification you have to try 2 to 3 time then you will see your notification... This is a big mistake which I saw in this phone.3. Fingerprint:- Friends very boring and frustrated function as I see in this phone.... If your thumb and fingers l...READ MORE,0
Camera quality very poorREAD MORE,0
I love vivo ❤READ MORE,1
This mobile is very nice Is camera is show niceREAD MORE,1
Allows goodREAD MORE,1
Display very very poor  please  not buyREAD MORE,0
This phone is too bad🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬READ MORE,0
GoodREAD MORE,1
AwesomeREAD MORE,1
Camera very poor quality & videos show in yellow color.READ MORE,0
"Very cheap quality phone..,.I don't like it.....we want to return this phone..... display performance is not good.....READ MORE",0
Very worst MobileREAD MORE,0
Verry good parform nice looking so beautifulREAD MORE,1
Camera is very goodBattery backup is very goodDisplay is very goodPerformance and speed is very fastOverall is very good productREAD MORE,1
Awesome 5G phone Camera quality is Very Good👍READ MORE,1
This product is values for 💰 & which you expect from it u fullfil that furthermore overall is good and one thing back keys function may be 92 %work😀😀😀😀READ MORE,1
Phone is very goodREAD MORE,1
Worst phone ever pls don't buy it slow chrging laggy phone be awareREAD MORE,0
Very nice smartphoneREAD MORE,1
Waste of moneyREAD MORE,0
"Very slow working touch, u have to charge daily two times, touch works like samsung grand series  Worrest phone ever don't buy it,READ MORE",0
Very good mobileREAD MORE,1
Gift to My husband on Valentine's day... he loved it.READ MORE,1
Very niceREAD MORE,1
Awsm mobile i love itREAD MORE,1
Excellent 👌READ MORE,1
It is very bad product.READ MORE,0
camara quality very bed Total mony westREAD MORE,0
Nice phonesREAD MORE,1
GOODREAD MORE,1
Good CameraTremendous performanceGood BatteryGood DisplayCharger could have been betterGood Value for moneyREAD MORE,1
AwesomeREAD MORE,1
Number 1 5g mobile in 15000READ MORE,1
The phone is not working properly. My Phone started getting hang within 10 days.READ MORE,0
Camera performance not as per expectedREAD MORE,0
Looks and performance are really good I am happy with this phone I am disappointed only with speakersREAD MORE,1
All over good mobile but call on speaker is not workingREAD MORE,0
Almost niceREAD MORE,1
Cemera is not clear very bad cemeraREAD MORE,0
Touch response was very poooorNot recognizing audio jackREAD MORE,0
Very poor quality and very poor serviceREAD MORE,0
Not good phone. Video calling quality is very poor. Overall performance average.Please don't buy.READ MORE,0
Best SmartPhone with good look & feature😃READ MORE,1
Best quality 🤗READ MORE,1
Display is not working properlyREAD MORE,0
Vivo t1 5g best qualityREAD MORE,1
"my phone is not working properly,    please exchange my phone....READ MORE",0
Good productREAD MORE,1
Best 👌🏻inclass performanceI think in a update the camera functionality will be enhancedDisplay Quality Attractive....with punch color instead of amoled display..Excellent product QualityHappy 😊 with the Product.......Thank 😊 You Vivooooooooooooooooooo......READ MORE,1
Best quality no 1READ MORE,1
Touch is not working properly..most of the time touch can't work as proper way after 2 nd 3 time touch can work..READ MORE,0
Mind Blowing...Nice performance....Bateery backup is good.READ MORE,1
Very bad experience in buying mobile.READ MORE,0
Best cemaraREAD MORE,1
SuperREAD MORE,1
Good camera 📷READ MORE,1
Very nice productsREAD MORE,1
Slow chargingREAD MORE,0
NiceREAD MORE,1
Mind blowing😍😍😍😍😍😍😊😊😊😊👌👌👌READ MORE,1
Best phone ever Vivo T1 5GREAD MORE,1
💓💓💓🇮🇳🇮🇳🇮🇳it is very good phone the performance are also very good.maney is also in savings.🇮🇳🇮🇳🇮🇳💓💓💓💓READ MORE,1
Nice cemra ❣️❣️😘😘😘😘READ MORE,1
NiceREAD MORE,1
Excellent phoneREAD MORE,1
NICREAD MORE,1
Awesome phone to use on daily basis....Battery backup is very good ....Totally worth itREAD MORE,1
hanging issue. back button is not working properly. image stablisation issueREAD MORE,0
Awesome productREAD MORE,1
Very good and fast deliveryREAD MORE,1
Sound effects very badREAD MORE,0
touch doesn't work properlyIgnore this mobileREAD MORE,0
Do not by this mobile camera quality is poor 2 mp 2 mp camera which do not gives you a good photosSecond thing the display quality is not good you have to keep always more then half bright brightness which makes mobile heat and battery consumption.The sound quality is also poor.READ MORE,0
Don't buy this... 👎🏻 over heating and performance is very low. Don't buy the products from the seller Flashtech.READ MORE,0
This camra is amazingREAD MORE,1
"This phone is very amazing ,READ MORE",1
Awesome Mobile & Nice Colour 👍READ MORE,1
Vivo phone are bestREAD MORE,1
"The camera is ok,but performance wise its a beast.READ MORE",1
Good qualityREAD MORE,1
Nice phoneREAD MORE,1
BestREAD MORE,1
Verry nice products mobileREAD MORE,1
Wast mobile. Waste of money. Touch is too slow. Mobile hanging. I want my money please.READ MORE,0
Best h 👍READ MORE,1
Nice 👍READ MORE,1
fabulous phoneREAD MORE,1
Nice phoneREAD MORE,1
Bluetooth icon not showing in notification bar.. after switch it on.. heating issue when charging... Front camera very bad . Back camera ok... Performance ok... Headphone one sided not working all tym.. overall not good.. so much issues..READ MORE,0
Very badREAD MORE,0
So bad and lowerest display use in one month 16 day'sREAD MORE,0
Satisfied product and serviceREAD MORE,1
Best phone...READ MORE,1
Worst Product I ever expected this from Vivo And FlipkartREAD MORE,0
Touch not responding faster We need 2/3 times to click on touchREAD MORE,0
Very good mobile 5GREAD MORE,1
Osm 😊😊😊READ MORE,1
My favourite mobile phoneREAD MORE,1
GoodREAD MORE,1
Good Product 👍READ MORE,1
Mobile quality is very poor & camera is very ba d.READ MORE,0
It is a not good and poorREAD MORE,0
Flipcart provide me this bed product and support regarding my faceing problem this productREAD MORE,0
Very good phoneREAD MORE,1
Screen touch is not working good very cheap quality phoneREAD MORE,0
Valuable product and good performance. Camera quality is goodREAD MORE,1
Good mobile videoREAD MORE,1
Very niceREAD MORE,1
Very good mobile the fixtures  is aswome  build quality   very fast speed  completely perfect  model vivo T1 5G fantastic  bettry  fast charging.READ MORE,1
Very nice camera phone 👍📱READ MORE,1
The best from vivoREAD MORE,1
Very niceREAD MORE,1
SuperREAD MORE,1
Nice product quality brand.camer very good quality 👍👍👍👍READ MORE,1
Nice vivo t1READ MORE,1
Amazing mobileREAD MORE,1
Touch properly not working this phoneImmediately update and sholved this problem Vivo companyREAD MORE,0
2 good 😊READ MORE,1
System slow workREAD MORE,0
Nice phone I love this...READ MORE,1
GoodREAD MORE,1
Worst phone I ever seenREAD MORE,0
Phone Hangs a lot.. 120 hz is just for name. Using from day 1 it is lagging while calling.. Even not playing a single game.. Phone failing rpobkem.. When cal is dailed up show nothing.. After 1-1.5 minutes option aarives for choose sim.. Worst product ever usedREAD MORE,0
"Good product,  best futures best fantion , I am very very happy 🥰READ MORE",1
"Back camera is appreciable. Front camera is not that good. But at this price range, it is fine.The noteworthy feature is smoothness in gaming. The ultra game mode is good.Battery lasts for a day on moderate usage.Screen refreshment rate is good.Gamers should consider buying it.In 5g, it has just 2 bands, which is fine as we don't know when it will be implemented all across India and even if it comes, it will function ok.READ MORE",1
Overall performance is good no doubt. And if compares it to others with the same range's phone then I would prefer it. Because camera performs very well.READ MORE,1
Good cameraREAD MORE,1
Worst performanceREAD MORE,0
This phone performance very poorSend refurnished mobile and not support with FlipkartPlz not purchase this mobile totly  money wasteVivo and Flipkart fraudREAD MORE,0
Awesome phone 👌👌👍👍✅READ MORE,1
After Using  A Week ist XCELLENT !!Statisfied!!!READ MORE,1
Worst product I've used till now.READ MORE,0
FantasticI really loved itGood going onREAD MORE,1
NiceREAD MORE,1
Good productREAD MORE,1
"I got it in 2 days, so very happy with this service and mobile phone. Rainbow fantasy color is superb. This premium look is killer. Camera and battery backup is better. I m fully satisfied with the purchase of vivo T1. There is no one like this. Thanks to vivo and Flipkart.READ MORE",1
Best phone at this priceREAD MORE,1
Very niceREAD MORE,1
Osm cameraREAD MORE,1
Nice phone ..I am realy love itREAD MORE,1
Nice  product 👌READ MORE,1
Display Sensitivity was very slow and need to touch or tap 2 times only. otherwise good.READ MORE,0
Dont buy itBack button not working properlyREAD MORE,0
Amazing 😍🤩 vvry good performance .READ MORE,1
Good cemraREAD MORE,1
Worth every penny ❤️READ MORE,1
"Light weight,READ MORE",1
A good mobile to by under 17 kREAD MORE,1
"Very laggy even at 120 hz, touch feels hard. The front cam could have been better.READ MORE",0
A good productREAD MORE,1
"I had a hanging problem on 1st day of purchase, but Flipkart resolve that problem by sending technician. Now it's totally fine. Battery backup is so much nice. And camera is tooo best...READ MORE",1
Nice Design and looks and Performance but camera quality is not good 50MP .... I am not satisfied with cameraREAD MORE,1
Good product 👍READ MORE,0
Nice productREAD MORE,1
So GoodREAD MORE,1
SuperREAD MORE,1
Worth of money good productREAD MORE,1
Overall is goodREAD MORE,1
I am soooooo happy…thankuuuu FlipkartREAD MORE,1
The Vivo T1 5G is a stylish smartphone priced affordably but does it make for a good daily driver? Check out review to find out!                      I'm very happy because this phone 📱 is very nice and super ❤️😍💝READ MORE,1
This phone hanging problem and touch does not work smoothly.READ MORE,0
Best phone for this prise all functions is to good and awesome. Nice Touch working. Light weight. Nice picture quality etc. So all are good and best for this range phones 📱READ MORE,1
Auto recording m voice repeatREAD MORE,0
Looking for AwesomeREAD MORE,1
Poor performance and return rejectedREAD MORE,0
Thankyou Flipkart for best phone.READ MORE,1
"First of all,thanks to flipkart that provide original phone and their gadget to me.1.This phone is overall very good and give really fast  performance2.Camera is very good and capture very awesome photos3.Battery is 5000 mah that gives long lasting performance4.Charger is only 18 watt but Vivo gives very powerful charger respect to other companies. In only 2 hrs, battery 🔋 becomes fully charged from 0% to 100%5. Display performance is very unique in this phone, according to uses, they w...READ MORE",1
"It's better to go with realme 9pro rather than Vivi t1 5g, iam very disappointed with the charging, camera and 5g bands.READ MORE",0
AwesomeREAD MORE,1
Super 5g smartphones  fantastic lookREAD MORE,1
Its not goodREAD MORE,0
SuperREAD MORE,1
GoodREAD MORE,1
Don't purchase this because. There is touch problem in this mobile. I Have to touch 3 to 4 times for the same activityREAD MORE,0
Awesome cameraREAD MORE,1
Really satisfaction about this range 5G phone also  Nice photo QualityREAD MORE,1
Loved itREAD MORE,1
Awesome phone 😍😍 camera quality opREAD MORE,1
Poor camera.READ MORE,0
Very Good Mobile New Model        Vivo T1 5G...        Super.. Good..READ MORE,1
Poor qualityREAD MORE,0
osm phone nice cameraREAD MORE,1
"Worst mobile , touch only working at the central part of the mobile, remaining areas very dull response, zero working at the borders..Not worthy not worthy not worthyREAD MORE",0
Good and fast phoneREAD MORE,1
Cameraa is very poor quality worsted phone in the world and battery backup veery worstREAD MORE,0
Waste your money touch very slowREAD MORE,0
Not good but much betterREAD MORE,0
Best item.... Best mobile.READ MORE,1
Bed mobile T 1 5 not fast charging slow charging camera is not good low quality cameraREAD MORE,0
I'm satisfied with vivo t1 5g at this budgetREAD MORE,1
"Osm phone... Processor, display, battery backup, everything is very good.. thankyou filpkartREAD MORE",1
Wonderful mobile ...good camera I m happyREAD MORE,1
It is not working properly.as a wast of money etc.READ MORE,0
Camera so badREAD MORE,0
ExcellentREAD MORE,1
"Tuch response is very leggy, back botton works after touching 2-3 timesREAD MORE",0
Poor performance stuck when multitaskingAnd user interface like china mobileREAD MORE,0
Battery charging very slowlyREAD MORE,0
GoodREAD MORE,1
"My product is missing diliverd and my resolution is not provided. I belongs to poor family members, and I am also students. Please your support me , please my refund or resolution is provide. Thank you.READ MORE",0
Worst phone and worst service from flipkartREAD MORE,0
GoodREAD MORE,1
Touch not working smoothlyREAD MORE,0
SuperbREAD MORE,1
Supper phone this price range good job vivo💖READ MORE,1
Best phone value for moneyREAD MORE,1
Love it ❤️READ MORE,1
Worst mobile please done by in FlipkartREAD MORE,0
Product is extremely outstandingREAD MORE,1
"Nice mobile in this segment.......,READ MORE",1
Nice fone and lovli lokinigREAD MORE,1
THIS MOBILE FOR SUPERB QUALITY AND USEFUL PRODUCT. THANKS FOR VIVO AND SHOPSY.READ MORE,1
NiceREAD MORE,1
Camera performance is poor .vivo mobile is not bast and Flipkart company not bast serviceREAD MORE,0
Batry backup not wel photo jomming not to much tuch screen not good my request replacement mobile but flipkart excutive not respondeREAD MORE,0
The worst product ever purchased from Flipkart. Frequently hanging phone . Waste of money . Don't give a thought to buy this phone.Flipkart having a worst replacement service as well .READ MORE,0
Thia mobile is verry hang on dailyREAD MORE,0
Very good productREAD MORE,1
"This phone is really ossume . If you want better performance,  you should go for it ,😍READ MORE",1
BadREAD MORE,0
Touch not working fastREAD MORE,0
Awesome mobileI'm happy value of moneyREAD MORE,1
Waste of money… don’t buy better to buy basic smart phone with 2gb RAM ..slowest phone ever I usedREAD MORE,0
Good phone 👌READ MORE,1
Super model Best performanceREAD MORE,1
Value for moneyREAD MORE,1
GoodREAD MORE,1
Super mobileREAD MORE,1
Very useful phone Use of money😇😇READ MORE,1
1)Battery. Bed. 2)carjar old. 3)display Bed work.4)vivo Bed mobile this year.5)total pesa westREAD MORE,0
This Phone Cemra & others Features is very good 👍I am so happy to this Phone.Vivo is the first lowest price on 5G phone in this timeREAD MORE,1
NycREAD MORE,1
Value for money...READ MORE,1
Phone camera quality very daalREAD MORE,0
Allmost very nice 🙂👍READ MORE,1
SuperREAD MORE,1
Very GoodREAD MORE,1
ExcellentREAD MORE,1
Mind blowing mobilein this costREAD MORE,1
NiceREAD MORE,1
One of the cheapest phone..... don't buyREAD MORE,0
AwesomeREAD MORE,1
Waste phone don't buyREAD MORE,0
Nice 👌MobileREAD MORE,1
Very good cameraREAD MORE,1
Best phone in this price segment.READ MORE,1
Good productREAD MORE,1
"Great Product, I was afraid to buy this as it was launching a product, but overall it's a good product to buy.READ MORE",1
Cool 😎😎READ MORE,1
Ear phone out sound is too low. Missed call is not showing separate in call logCoverage issueFingerprint sensor not working properlyREAD MORE,0
Very goodREAD MORE,1
Really vivo brand in great phone is T1 5g series mobile.✌️❣️My right choice that is best choice.👌So what you're choice.👍READ MORE,1
battery back up is goodREAD MORE,1
Very good productREAD MORE,1
My favorit phone 🤳📱READ MORE,1
Fine camera quality with highlighted display & sensitive touch screen makes this phone worthy.READ MORE,1
SuperREAD MORE,1
Good performance according his priceREAD MORE,1
Good picture qualityREAD MORE,1
Very nice 👍READ MORE,1
Nice phoneREAD MORE,1
Best rate mobileREAD MORE,1
BestREAD MORE,1
"Very bad experience , please don't weste moneyREAD MORE",0
"Product is very good and camera, display, and body body look is betterREAD MORE",1
Working is very bad 😞.READ MORE,0
"Price is high as compared to feature and screen touch slow work and  camera 📸 normal and best phone, looking fantastic front and back side I really feel the touch are not work fastREAD MORE",1
Good mobileREAD MORE,1
Touch fully hardREAD MORE,0
God mobileREAD MORE,1
Touch screen not working properly ! Process very slow! And we need touch two timesREAD MORE,0
Best in segmentREAD MORE,1
"Very good products,I love it 💝💝❤️‍🩹🖤💥✨Good camera 🤳,good phone 📱,mid renge phone, awesome prosser,good phone 🤳 everything is going to be good 😊👍👍👍READ MORE",1
Very good phoneBudget friendlyREAD MORE,1
WanderfulREAD MORE,1
ThanksREAD MORE,1
Hanging isuREAD MORE,0
This phone not working good it's waste product plz don't book this one return also it's not thereREAD MORE,0
Touch is very slow Hang problemLock sensor not proper workWaste of moneyREAD MORE,0
Nice mobile phoneREAD MORE,1
Good phoneREAD MORE,1
I love you mREAD MORE,1
I hate this phone no need to purchase it 🤢READ MORE,0
After a month it is stop working. Waste of money. Don't purchase this product.READ MORE,0
It is a good product ☺️READ MORE,1
Worst cameraTouch is not responsiveREAD MORE,0
It's bty is not god.it is very low class phone.READ MORE,0
Bad quwalityREAD MORE,0
Toch is very badREAD MORE,0
Good mobile  battery is good best qualityREAD MORE,1
Back up switch slow work and camera quality not good and touch slow workREAD MORE,0
Screen touch problem.totly money waste product.READ MORE,0
Chip n best vivo T1 mobileREAD MORE,1
Touch issueREAD MORE,0
ExcellentREAD MORE,1
BEST MOBILEREAD MORE,1
GoodREAD MORE,1
Nice productREAD MORE,1
Color is Most attractive ♥️😍READ MORE,1
Touch not properly work I hated phone please don't buyREAD MORE,0
Nice phone thanx flipkartREAD MORE,1
Touch screen not working properlyCamera quality very badREAD MORE,0
Nice phoneREAD MORE,1
Don't buy this mobileREAD MORE,0
Poor qualityREAD MORE,0
As usal phone looks premium with study built quality* Camera performance is average not up-to mark.* Comes with latest android 12 and funtouch os 12.* So battery optimization is good enough* As it's price range it supports only 18w fast charging.* More over it is value for money when you buy with exchange or on card offer.READ MORE,1
Phone is good but touch is not running smooth and look is also good camera quality is good battery backup is also good I am giving 4 level because the display is not working wellREAD MORE,1
Value for moneyREAD MORE,1
SupperREAD MORE,1
Ok report mobile .fast perfomance good displayREAD MORE,1
Waste productREAD MORE,0
BiutifulREAD MORE,1
I am so happy because camera quality is so good.but bettery storage not good for me. when i open the cover box but I couldn't find glassREAD MORE,1
Awesome cameraREAD MORE,1
Nice Product.READ MORE,1
Extent working good camera nice sound if the vivo give the amoled display the product best in market pubg is also smooth working on normal mode best phone on branded companyREAD MORE,1
Very goodREAD MORE,1
OsmREAD MORE,1
"Selfie camera is not good at all, problem with touch........READ MORE",0
Camera quality is goodREAD MORE,1
Mobile heating problemREAD MORE,0
Value for moneyREAD MORE,1
Screen Touch is very poor...READ MORE,0
Touch not workingREAD MORE,0
Camera like iPhone Style!READ MORE,0
Good oneREAD MORE,1
lovely Mobile first impression was killed. Working like Pro and Must buyREAD MORE,1
Not upto the markREAD MORE,0
Very nice phone. Strong built. I was going on my bike quite fast i have attached this mobile to mobile holder on my bike suddenly speed breaker came and mobile fall down but thanks to cover given with mobile and super built quality of mob nothing happened to phone not even a single scratch on it. Rest perfomance is best except camera i didn't find it 50mp quality.READ MORE,1
OK TYPE..AVOID VIVO (CHEAP BRAND)READ MORE,0
Smartphone is the best I like this phone.READ MORE,1
Battery found bad Not charging more than 15%READ MORE,0
I like this phone thanks for FlipkartREAD MORE,1
it's a very osm phoneREAD MORE,1
Very nice phoneREAD MORE,1
"Poor camera quality, not expected from Vivo in this price.READ MORE",0
Nice Phone Nice CameraNice LookNice 👍👍Really AwsomeREAD MORE,1
Nice 😊READ MORE,1
"MOBILE DISPLAY IS VERY BAD, TOCH IS VERY LOW WORKING TOTALLY MONEY WASTEREAD MORE",0
This use lessREAD MORE,0
Poor performanceREAD MORE,0
GoodREAD MORE,1
Very nice phoneREAD MORE,1
Not working proper camera so down go for redmi note 11TREAD MORE,0
I hate thisREAD MORE,0
Nice product 👍READ MORE,1
Camara osmREAD MORE,1
Fantastic mobile by Vivo at very authentic & affordable priceFeatures are also very satisfactoryREAD MORE,1
GoodREAD MORE,1
I am very happy with the look of the phone.READ MORE,1
according to price all okREAD MORE,1
Display is very bad ....low quality display..READ MORE,0
GoodREAD MORE,1
NICREAD MORE,1
Thanks for filpkart excellent this productREAD MORE,1
Nice moblie best priceREAD MORE,1
"Too much hanging problem, too much irritatingREAD MORE",0
Looks good for this price.READ MORE,1
"Don't buy vivo t1 5g wastage of money camera very poor,lags many times google phone is one of the worst think of this phone in low light camera performance is very poor,READ MORE",0
"No prvision for dedicated memory slot. Vivo can only replace with same phone. Waste of money. If you are making changes, those should be highlighted. Vivo is scared of selling existing inventory due to ED raids. Be careful with Vivo phones. I used to be fan of Vivo phones. Now please don't buy.READ MORE",0
This is a very waste mabile display and touch not workingREAD MORE,0
nice phoneREAD MORE,1
Osm goodREAD MORE,1
"Please don't buy this mobile because touch is not working properly after installing tempered glass and removed glass and tried with another tempered glass but no changes, its not only for me, checked with my friend also.READ MORE",0
GoodREAD MORE,1
Hanging and getting slow and automatically starting and note good looking not options are not good and touch is screenshot is so badREAD MORE,0
No goodREAD MORE,0
The camera is bit of okey all round its a okey phoneREAD MORE,1
Touchscreen is not working properlyREAD MORE,0
AwesomeREAD MORE,1
Worst  display  and touch not working  properly don't buy itREAD MORE,0
Good phone and camera is awesome.  Must buy budget friendlyREAD MORE,1
I love to use this mobileREAD MORE,1
WowREAD MORE,1
not goodREAD MORE,0
It's good budget phone. Worth to buy.*Camera 3**Looks 4**Performance 4*No heating issue.Go for it guys.READ MORE,1
Very nice 🙂🙂 i am happy 😊😊😊😊😊😊😊READ MORE,1
Awesome phoneREAD MORE,1
Touch pad is very hard slowlyREAD MORE,0
Mast best 👍 and goodREAD MORE,1
Best paraall and best serviceREAD MORE,1
Good productREAD MORE,1
Touch response very badREAD MORE,0
Best mobile in 5gCamera is good night mode  is also goodREAD MORE,1
GoodREAD MORE,1
I have to complain to Flipkart customer care but not issues solved camera very bad and battery and display I'm not happyREAD MORE,0
GoodREAD MORE,1
"Very nice performance.Camera quality goodBattery goodPerformance wise overall goodNetwork catching is goodThe only demerit I feel that small heating problem while charging.. it may be due the first time charging.. anyway I am so tensed about that.otherwise overall a good, user-friendly phone at this cost.. it's worthyREAD MORE",1
Very niceREAD MORE,1
Good productREAD MORE,1
Good for general purpose.READ MORE,1
Battery backup is very very bad if you buy this product for battery than Don not buy west of moneyREAD MORE,0
"I am writing this review after 15-17 days of purchasing. I faced a hanging issue many times 6-7 and I have to restart the phone every time it is hung up. I don't advise you to go for it, it was my great mistake.to choose Vivo produc. Worst product. Now one more issue found with this product is that the Bluetooth mic is not working especially while the incoming call I replaced my bluetooth boat device but the issue was the sameREAD MORE",0
Best phone in this range....READ MORE,1
A power pack phone from vivo a gaming phone best phone in this rage if u consider 5gREAD MORE,1
Awesome camera 📷READ MORE,1
Waste phoneREAD MORE,0
Bed phone because not good phone performance not good so not but phoneREAD MORE,0
NiranjanNice mobile T1 5GREAD MORE,1
Satisfied by this product 🥰READ MORE,1
Awesome mobileREAD MORE,1
It's okREAD MORE,1
NiceREAD MORE,1
Vary good 👍READ MORE,1
If you want to purchase a good mobile under 16k then you must gave a look at it.You will not be disappointed for sure.It's good lucking slim and having awsm features.Good camera long battery life and more imp it gives valuable looks to you.Ignore faltu comments and givt it a try.READ MORE,1
Nice phone in vivo looking very niceREAD MORE,1
BadREAD MORE,0
Very goodREAD MORE,1
Very goodREAD MORE,1
Very bod camera don't buy this mobile don't waste money it is mobile battery mobile screen camera totally flop and bad people dear friends don't buy Flipkart is fraud rating play please don't buy this mobile is a very waste please don't waste your moneyREAD MORE,0
Very good phoneREAD MORE,1
Best 👌READ MORE,1
Best.READ MORE,1
BestREAD MORE,1
